Protein ID,HL Source,CLClim0NE Clim0 half life (min),gene symbol,Stability
EG11423-MONOMER,Clim0,690.7,waaU,More Stable
EG11430-MONOMER,Clim0,315.2,roxA,Less Stable
EG11433-MONOMER,Clim0,317.4,msrA,Less Stable
EG11436-MONOMER,Clim0,659.6,ahr,More Stable
EG11437-MONOMER,Clim0,331.4,plsX,Less Stable
EG11438-MONOMER,Clim0,310.49999999999994,yceF,Less Stable
EG11441-MONOMER,Clim0,310.3,prlC,Less Stable
EG11447-MONOMER,Clim0,451.20000000000005,csrA,Less Stable
EG11449-MONOMER,Clim0,340.6,hdfR,Less Stable
EG11470-MONOMER,Clim0,292.7,yigL,Less Stable
EG11472-MONOMER,Clim0,292.3,rmuC,Less Stable
EG11474-MONOMER,Clim0,290.4,ubiJ,Less Stable
EG11488-MONOMER,Clim0,720.0000000000001,mliC,More Stable
EG11494-MONOMER,Clim0,720.0000000000001,mltG,More Stable
EG11497-MONOMER,Clim0,293.7,prmA,Less Stable
EG11503-MONOMER,Clim0,352.90000000000003,trmO,Less Stable
EG11506-MONOMER,Clim0,330.8,ftsH,Less Stable
EG11507-MONOMER,Clim0,351.9,rlmE,Less Stable
EG11511-MONOMER,Clim0,349.70000000000005,mog,Less Stable
EG11517-MONOMER,Clim0,323.4,glpX,Less Stable
EG11529-MONOMER,Clim0,321.1000000000001,ftsN,Less Stable
EG11536-MONOMER,Clim0,319.7,yidE,Less Stable
EG11537-MONOMER,Clim0,578.7,yceH,Less Stable
EG11545-MONOMER,Clim0,15.900000000000594,flgL,Less Stable
EG11549-MONOMER,Clim0,584.4,pepT,Less Stable
EG11554-MONOMER,Clim0,356.3999999999999,stpA,Less Stable
EG11569-MONOMER,Clim0,720.0000000000001,lptD,More Stable
EG11570-MONOMER,Clim0,358.4,djlA,Less Stable
EG11580-MONOMER,Clim0,350.6,ybiB,Less Stable
EG11581-MONOMER,Clim0,301.40000000000003,hcxB,Less Stable
EG11595-MONOMER,Clim0,37.10000000000138,moaA,Less Stable
EG11597-MONOMER,Clim0,285.4,moaD,Less Stable
EG11598-MONOMER,Clim0,346.50000000000006,moaE,Less Stable
EG11600-MONOMER,Clim0,344.6,sseA,Less Stable
EG11603-MONOMER,Clim0,639.6,ygiF,More Stable
EG11613-MONOMER,Clim0,644.5000000000001,eptA,More Stable
EG11619-MONOMER,Clim0,686.6000000000001,mfd,More Stable
EG11620-MONOMER,Clim0,348.1,rnb,Less Stable
EG11644-MONOMER,Clim0,313.1,ydeI,Less Stable
EG11649-MONOMER,Clim0,720.0000000000001,yafC,More Stable
EG11650-MONOMER,Clim0,97.30000000002369,yafD,Less Stable
EG11652-MONOMER,Clim0,354.50000000000006,degS,Less Stable
EG11656-MONOMER,Clim0,218.20000000000002,fliH,Less Stable
EG11659-MONOMER,Clim0,720.0000000000001,yedD,More Stable
EG11660-MONOMER,Clim0,266.20000000000005,yedE,Less Stable
EG11662-MONOMER,Clim0,323.20000000000005,yedK,Less Stable
EG11663-MONOMER,Clim0,277.9,slyD,Less Stable
EG11666-MONOMER,Clim0,297.4,moaC,Less Stable
EG11676-MONOMER,Clim0,611.2999999999998,hslV,More Stable
EG11681-MONOMER,Clim0,285.3,hpf,Less Stable
EG11682-MONOMER,Clim0,310.99999999999994,ptsN,Less Stable
EG11684-MONOMER,Clim0,354.3,yicH,Less Stable
EG11685-MONOMER,Clim0,720.0000000000001,yicI,More Stable
EG11690-MONOMER,Clim0,304.4,yicN,Less Stable
EG11702-MONOMER,Clim0,305.20000000000005,nudC,Less Stable
EG11703-MONOMER,Clim0,720.0000000000001,acrA,More Stable
EG11712-MONOMER,Clim0,282.5,yidQ,Less Stable
EG11713-MONOMER,Clim0,355.2,yidR,Less Stable
EG11722-MONOMER,Clim0,201.80000000000004,yieE,Less Stable
EG11724-MONOMER,Clim0,720.0000000000001,adeP,More Stable
EG11730-MONOMER,Clim0,318.7,viaA,Less Stable
EG11731-MONOMER,Clim0,345.5,ravA,Less Stable
EG11736-MONOMER,Clim0,720.0000000000001,gmhB,More Stable
EG11738-MONOMER,Clim0,183.3,rsd,Less Stable
EG11740-MONOMER,Clim0,678.7000000000002,nfrA,More Stable
EG11743-MONOMER,Clim0,558.6,yddB,Less Stable
EG11744-MONOMER,Clim0,353.8,pqqL,Less Stable
EG11757-MONOMER,Clim0,326.70000000000005,tsaE,Less Stable
EG11758-MONOMER,Clim0,604.5,nnr,More Stable
EG11759-MONOMER,Clim0,346.2,yciK,Less Stable
EG11762-MONOMER,Clim0,331.1,yibF,Less Stable
EG11768-MONOMER,Clim0,352.2,selU,Less Stable
EG11776-MONOMER,Clim0,344.70000000000005,ybfF,Less Stable
EG11782-MONOMER,Clim0,720.0000000000001,smpB,More Stable
EG11786-MONOMER,Clim0,334.1,yfiF,Less Stable
EG11794-MONOMER,Clim0,355.8,rlmM,Less Stable
EG11796-MONOMER,Clim0,352.6000000000001,lplA,Less Stable
EG11802-MONOMER,Clim0,342.2,hybD,Less Stable
EG11806-MONOMER,Clim0,269.2,yebE,Less Stable
EG11807-MONOMER,Clim0,265.8,yebF,Less Stable
EG11811-MONOMER,Clim0,354.40000000000003,aidB,Less Stable
EG11820-MONOMER,Clim0,638.9,yceI,More Stable
EG11829-MONOMER,Clim0,354.1,mobA,Less Stable
EG11831-MONOMER,Clim0,322.8,srkA,Less Stable
EG11837-MONOMER,Clim0,348.1,bipA,Less Stable
EG11838-MONOMER,Clim0,720.0000000000001,yihL,More Stable
EG11843-MONOMER,Clim0,720.0000000000001,yihQ,More Stable
EG11846-MONOMER,Clim0,517.8,yihT,Less Stable
EG11848-MONOMER,Clim0,357.0,yihV,Less Stable
EG11850-MONOMER,Clim0,567.5999999999999,yihX,Less Stable
EG11852-MONOMER,Clim0,328.6000000000001,dtd,Less Stable
EG11859-MONOMER,Clim0,287.7,fdhD,Less Stable
EG11870-MONOMER,Clim0,543.3999999999999,yiiM,Less Stable
EG11876-MONOMER,Clim0,296.9,yiiS,Less Stable
EG11878-MONOMER,Clim0,300.4,zapB,Less Stable
EG11879-MONOMER,Clim0,720.0000000000001,rraA,More Stable
EG11881-MONOMER,Clim0,356.3,hslU,Less Stable
EG11884-MONOMER,Clim0,311.3,tehB,Less Stable
EG11885-MONOMER,Clim0,720.0000000000001,opgG,More Stable
EG11891-MONOMER,Clim0,324.1,yeeA,Less Stable
EG11892-MONOMER,Clim0,234.10000000000002,sbmC,Less Stable
EG11899-MONOMER,Clim0,227.70000000000005,recT,Less Stable
EG11905-MONOMER,Clim0,234.20000000000002,fsaB,Less Stable
EG11914-MONOMER,Clim0,720.0000000000001,eptC,More Stable
EG11915-MONOMER,Clim0,677.7999999999998,nfi,More Stable
EG11916-MONOMER,Clim0,720.0000000000001,yjaG,More Stable
EG11919-MONOMER,Clim0,720.0000000000001,yjbB,More Stable
EG11921-MONOMER,Clim0,246.70000000000002,rluF,Less Stable
EG11928-MONOMER,Clim0,662.7,yjbJ,More Stable
EG11932-MONOMER,Clim0,325.90000000000003,dusA,Less Stable
EG11935-MONOMER,Clim0,284.6000000000001,yjbQ,Less Stable
EG11939-MONOMER,Clim0,720.0000000000001,ghxP,More Stable
EG11951-MONOMER,Clim0,62.60000000002136,yjcO,Less Stable
EG11964-MONOMER,Clim0,594.9,yibL,Less Stable
EG11967-MONOMER,Clim0,23.100000000004226,flgK,Less Stable
EG12005-MONOMER,Clim0,703.4000000000001,yehS,More Stable
EG12006-MONOMER,Clim0,720.0000000000001,btsR,More Stable
EG12007-MONOMER,Clim0,322.4,btsS,Less Stable
EG12008-MONOMER,Clim0,231.90000000000003,mlrA,Less Stable
EG12013-MONOMER,Clim0,720.0000000000001,bglX,More Stable
EG12015-MONOMER,Clim0,71.70000000002986,pbpG,Less Stable
EG12019-MONOMER,Clim0,311.50000000000006,yohF,Less Stable
EG12025-MONOMER,Clim0,348.50000000000006,sanA,Less Stable
EG12026-MONOMER,Clim0,720.0000000000001,yeiG,More Stable
EG12033-MONOMER,Clim0,265.50000000000006,psuG,Less Stable
EG12035-MONOMER,Clim0,325.4,yeiP,Less Stable
EG12043-MONOMER,Clim0,309.8,yejL,Less Stable
EG12048-MONOMER,Clim0,624.5,yejK,More Stable
EG12094-MONOMER,Clim0,338.40000000000003,sgrR,Less Stable
EG12097-MONOMER,Clim0,306.5,yfiH,Less Stable
EG12098-MONOMER,Clim0,350.00000000000006,rluD,Less Stable
EG12099-MONOMER,Clim0,286.5,efp,Less Stable
EG12104-MONOMER,Clim0,339.50000000000006,yeiR,Less Stable
EG12111-MONOMER,Clim0,720.0000000000001,nlpD,More Stable
EG12114-MONOMER,Clim0,350.1,prfC,Less Stable
EG12117-MONOMER,Clim0,720.0000000000001,ompX,More Stable
EG12120-MONOMER,Clim0,315.2,rssA,Less Stable
EG12121-MONOMER,Clim0,260.4,rssB,Less Stable
EG12123-MONOMER,Clim0,282.1,lrhA,Less Stable
EG12133-MONOMER,Clim0,613.5,ucpA,More Stable
EG12137-MONOMER,Clim0,643.2,nlpE,More Stable
EG12146-MONOMER,Clim0,689.8,rapZ,More Stable
EG12158-MONOMER,Clim0,563.3000000000001,rdgC,Less Stable
EG12159-MONOMER,Clim0,301.20000000000005,ppnP,Less Stable
EG12163-MONOMER,Clim0,720.0000000000001,rsmB,More Stable
EG12165-MONOMER,Clim0,325.5,mukF,Less Stable
EG12166-MONOMER,Clim0,323.90000000000003,elyC,Less Stable
EG12167-MONOMER,Clim0,327.4,cmoM,Less Stable
EG12172-MONOMER,Clim0,314.70000000000005,hinT,Less Stable
EG12181-MONOMER,Clim0,301.7,grxD,Less Stable
EG12182-MONOMER,Clim0,720.0000000000001,yajG,More Stable
EG12188-MONOMER,Clim0,346.6000000000001,ptsP,Less Stable
EG12193-MONOMER,Clim0,720.0000000000001,cbpA,More Stable
EG12197-MONOMER,Clim0,720.0000000000001,seqA,More Stable
EG12198-MONOMER,Clim0,270.80000000000007,chbG,Less Stable
EG12200-MONOMER,Clim0,307.49999999999994,yegD,Less Stable
EG12202-MONOMER,Clim0,720.0000000000001,treR,More Stable
EG12211-MONOMER,Clim0,714.8000000000001,panZ,More Stable
EG12213-MONOMER,Clim0,698.0,yhhM,More Stable
EG12221-MONOMER,Clim0,296.3,acpT,Less Stable
EG12224-MONOMER,Clim0,720.0000000000001,yhiI,More Stable
EG12229-MONOMER,Clim0,720.0000000000001,yhiN,More Stable
EG12233-MONOMER,Clim0,667.2,rsmJ,More Stable
EG12234-MONOMER,Clim0,642.7,rlmJ,More Stable
EG12248-MONOMER,Clim0,244.50000000000003,yhjD,Less Stable
EG12251-MONOMER,Clim0,342.90000000000003,yhjG,Less Stable
EG12254-MONOMER,Clim0,589.8999999999999,yhjJ,Less Stable
EG12257-MONOMER,Clim0,670.8,bcsC,More Stable
EG12258-MONOMER,Clim0,720.0000000000001,bcsZ,More Stable
EG12259-MONOMER,Clim0,643.4000000000001,bcsB,More Stable
EG12267-MONOMER,Clim0,290.4,eptB,Less Stable
EG12273-MONOMER,Clim0,720.0000000000001,yiaF,More Stable
EG12283-MONOMER,Clim0,554.1,yiaO,Less Stable
EG12285-MONOMER,Clim0,310.3,sgbH,Less Stable
EG12295-MONOMER,Clim0,656.5,yibN,More Stable
EG12297-MONOMER,Clim0,346.70000000000005,envC,Less Stable
EG12310-MONOMER,Clim0,623.4000000000001,pepB,More Stable
EG12312-MONOMER,Clim0,289.8,coaE,Less Stable
EG12313-MONOMER,Clim0,720.0000000000001,zapD,More Stable
EG12318-MONOMER,Clim0,358.6,cueO,Less Stable
EG12319-MONOMER,Clim0,359.0,can,Less Stable
EG12334-MONOMER,Clim0,264.5,btuF,Less Stable
EG12336-MONOMER,Clim0,333.20000000000005,yaeH,Less Stable
EG12344-MONOMER,Clim0,720.0000000000001,pspF,More Stable
EG12345-MONOMER,Clim0,646.7000000000002,ydfG,More Stable
EG12365-MONOMER,Clim0,330.1,prkB,Less Stable
EG12366-MONOMER,Clim0,603.4,rsmE,More Stable
EG12371-MONOMER,Clim0,354.1,nlpI,Less Stable
EG12372-MONOMER,Clim0,352.40000000000003,ygdG,Less Stable
EG12373-MONOMER,Clim0,676.0000000000001,ppnN,More Stable
EG12378-MONOMER,Clim0,345.00000000000006,yecD,Less Stable
EG12385-MONOMER,Clim0,668.0,rcsD,More Stable
EG12394-MONOMER,Clim0,241.30000000000004,msrB,Less Stable
EG12399-MONOMER,Clim0,602.2,dhaM,More Stable
EG12404-MONOMER,Clim0,720.0000000000001,ychN,More Stable
EG12431-MONOMER,Clim0,242.0,puuR,Less Stable
EG12433-MONOMER,Clim0,347.5,rluB,Less Stable
EG12434-MONOMER,Clim0,350.2,ygiM,Less Stable
EG12436-MONOMER,Clim0,253.90000000000003,rseP,Less Stable
EG12440-MONOMER,Clim0,720.0000000000001,mpl,More Stable
EG12443-MONOMER,Clim0,324.6000000000001,yggL,Less Stable
EG12448-MONOMER,Clim0,687.6,ybcH,More Stable
EG12449-MONOMER,Clim0,344.50000000000006,prmB,Less Stable
EG12454-MONOMER,Clim0,296.1,ybaK,Less Stable
EG12600-MONOMER,Clim0,301.3,yjjX,Less Stable
EG12605-MONOMER,Clim0,226.60000000000002,yacL,Less Stable
EG12633-MONOMER,Clim0,347.2,nudF,Less Stable
EG12656-MONOMER,Clim0,285.8,mdaB,Less Stable
EG12657-MONOMER,Clim0,320.8,ygiN,Less Stable
EG12666-MONOMER,Clim0,720.0000000000001,lpxH,More Stable
EG12691-MONOMER,Clim0,720.0000000000001,lapB,More Stable
EG12692-MONOMER,Clim0,316.7,hcxA,Less Stable
EG12702-MONOMER,Clim0,585.3,ycaK,Less Stable
EG12703-MONOMER,Clim0,248.69999999999996,yccJ,Less Stable
EG12705-MONOMER,Clim0,306.5,yggN,Less Stable
EG12709-MONOMER,Clim0,355.3,yedI,Less Stable
EG12712-MONOMER,Clim0,243.00000000000003,luxS,Less Stable
EG12717-MONOMER,Clim0,720.0000000000001,mug,More Stable
EG12794-MONOMER,Clim0,343.70000000000005,yhbY,Less Stable
EG12799-MONOMER,Clim0,720.0000000000001,mlaD,More Stable
EG12851-MONOMER,Clim0,277.9,ybeL,Less Stable
EG12854-MONOMER,Clim0,528.2000000000002,cpoB,Less Stable
EG12855-MONOMER,Clim0,344.3,matP,Less Stable
EG12859-MONOMER,Clim0,720.0000000000001,opgD,More Stable
EG12867-MONOMER,Clim0,223.60000000000002,ampH,Less Stable
EG12870-MONOMER,Clim0,285.00000000000006,ycjF,Less Stable
EG12875-MONOMER,Clim0,699.0,ybhC,More Stable
EG12876-MONOMER,Clim0,720.0000000000001,tusE,More Stable
EG13217-MONOMER,Clim0,111.2000000000672,ybaE,Less Stable
EG20249-MONOMER,Clim0,231.5,uxuR,Less Stable
EG20253-MONOMER,Clim0,315.9,xylR,Less Stable
EG50001-MONOMER,Clim0,720.0000000000001,rplU,More Stable
EG50002-MONOMER,Clim0,574.8000000000001,rpmA,Less Stable
ENOLASE-MONOMER,Clim0,720.0000000000001,eno,More Stable
ENOYL-ACP-REDUCT-NADH-MONOMER,Clim0,354.0,fabI,Less Stable
ENTB-MONOMER,Clim0,199.1,entB,Less Stable
ENVZ-MONOMER,Clim0,720.0000000000001,envZ,More Stable
ERYTH4PDEHYDROG-MONOMER,Clim0,304.79999999999995,epd,Less Stable
ERYTHRON4PDEHYDROG-MONOMER,Clim0,720.0000000000001,pdxB,More Stable
EUTB-MONOMER,Clim0,666.4000000000001,eutB,More Stable
EUTC-MONOMER,Clim0,325.7,eutC,Less Stable
EXUT-MONOMER,Clim0,356.00000000000006,exuT,Less Stable
FABA-MONOMER,Clim0,337.5,fabA,Less Stable
FABB-MONOMER,Clim0,645.6,fabB,More Stable
FABH-MONOMER,Clim0,321.5,fabH,Less Stable
FABZ-MONOMER,Clim0,675.0,fabZ,More Stable
FADA-MONOMER,Clim0,300.20000000000005,fadA,Less Stable
FERREDOXIN-MONOMER,Clim0,395.2,fdx,Less Stable
FGAMSYN-MONOMER,Clim0,358.5,purL,Less Stable
FLAVODOXIN1-MONOMER,Clim0,318.40000000000003,fldA,Less Stable
FLAVONADPREDUCT-MONOMER,Clim0,337.1000000000001,fpr,Less Stable
FLGG-FLAGELLAR-MOTOR-ROD-PROTEIN,Clim0,305.7,flgG,Less Stable
FLGH-FLAGELLAR-L-RING,Clim0,278.4,flgH,Less Stable
FLIF-FLAGELLAR-MS-RING,Clim0,284.00000000000006,fliF,Less Stable
FLIG-FLAGELLAR-SWITCH-PROTEIN,Clim0,227.1,fliG,Less Stable
FLIM-FLAGELLAR-C-RING-SWITCH,Clim0,237.5,fliM,Less Stable
FLIN-FLAGELLAR-C-RING-SWITCH,Clim0,253.8,fliN,Less Stable
FMNREDUCT-MONOMER,Clim0,346.80000000000007,fre,Less Stable
FOLC-MONOMER,Clim0,305.7,folC,Less Stable
FOLD-MONOMER,Clim0,720.0000000000001,folD,More Stable
FORMYLTHFDEFORMYL-MONOMER,Clim0,631.7,purU,More Stable
FPPSYN-MONOMER,Clim0,351.00000000000006,ispA,Less Stable
FRUA-MONOMER,Clim0,720.0000000000001,fruA,More Stable
FRUB-MONOMER,Clim0,720.0000000000001,fruB,More Stable
FRUCBISALD-CLASSI-MONOMER,Clim0,720.0000000000001,fbaB,More Stable
FRUCTBISALD-CLASSII-MONOMER,Clim0,340.49999999999994,fbaA,Less Stable
FTSE-MONOMER,Clim0,331.50000000000006,ftsE,Less Stable
FTSX-MONOMER,Clim0,720.0000000000001,ftsX,More Stable
FUCPALDOL-MONOMER,Clim0,286.6000000000001,fucA,Less Stable
FUM-FE-S,Clim0,345.4,frdB,Less Stable
FUM-FLAVO,Clim0,720.0000000000001,frdA,More Stable
FUM-MEMB1,Clim0,333.1,frdC,Less Stable
FUMA-MONOMER,Clim0,263.2,fumA,Less Stable
FUMB-MONOMER,Clim0,339.0,fumB,Less Stable
FUMC-MONOMER,Clim0,354.2,fumC,Less Stable
G361-MONOMER,Clim0,72.30000000001472,flgE,Less Stable
G495-MONOMER,Clim0,353.7,bglA,Less Stable
G6093-MONOMER,Clim0,669.5,bamA,More Stable
G6096-MONOMER,Clim0,346.80000000000007,tilS,Less Stable
G6098-MONOMER,Clim0,530.6,yaeQ,Less Stable
G6103-MONOMER,Clim0,313.5,yafV,Less Stable
G6104-MONOMER,Clim0,580.6,ivy,Less Stable
G6106-MONOMER,Clim0,353.1000000000001,gmhA,Less Stable
G6107-MONOMER,Clim0,720.0000000000001,yafJ,More Stable
G6158-MONOMER,Clim0,720.0000000000001,yagU,More Stable
G6173-MONOMER,Clim0,212.60000000000002,rclB,Less Stable
G6174-MONOMER,Clim0,626.5,rclA,More Stable
G6175-MONOMER,Clim0,307.40000000000003,rclR,Less Stable
G6176-MONOMER,Clim0,280.1,ykgE,Less Stable
G6177-MONOMER,Clim0,208.30000000000004,ykgF,Less Stable
G6178-MONOMER,Clim0,224.90000000000003,ykgG,Less Stable
G6189-MONOMER,Clim0,597.2,yahJ,Less Stable
G6190-MONOMER,Clim0,351.8,yahK,Less Stable
G6194-MONOMER,Clim0,286.5,yahO,Less Stable
G6196-MONOMER,Clim0,247.6,prpB,Less Stable
G6198-MONOMER,Clim0,99.60000000003605,prpC,Less Stable
G6199-MONOMER,Clim0,252.3,prpD,Less Stable
G6201-MONOMER,Clim0,92.70000000004438,mhpR,Less Stable
G6207-MONOMER,Clim0,193.9,yaiL,Less Stable
G6209-MONOMER,Clim0,331.0,frmR,Less Stable
G6227-MONOMER,Clim0,669.9,yaiW,More Stable
G6230-MONOMER,Clim0,259.6,yaiI,Less Stable
G6236-MONOMER,Clim0,302.3,yajO,Less Stable
G6240-MONOMER,Clim0,644.7,yajQ,More Stable
G6242-MONOMER,Clim0,720.0000000000001,ppiD,More Stable
G6244-MONOMER,Clim0,317.4,fadM,Less Stable
G6245-MONOMER,Clim0,321.8,queC,Less Stable
G6247-MONOMER,Clim0,305.6,decR,Less Stable
G6250-MONOMER,Clim0,331.8,ybaY,Less Stable
G6255-MONOMER,Clim0,333.30000000000007,mscK,Less Stable
G6265-MONOMER,Clim0,359.40000000000003,qmcA,Less Stable
G6267-MONOMER,Clim0,333.5,fetB,Less Stable
G6269-MONOMER,Clim0,720.0000000000001,ybbO,More Stable
G6276-MONOMER,Clim0,338.5,allR,Less Stable
G6281-MONOMER,Clim0,73.80000000004281,allB,Less Stable
G6284-MONOMER,Clim0,649.8,allE,More Stable
G6285-MONOMER,Clim0,231.79999999999998,allC,Less Stable
G6302-MONOMER,Clim0,229.8,ybcM,Less Stable
G6312-MONOMER,Clim0,576.9,borD,Less Stable
G6318-MONOMER,Clim0,720.0000000000001,cusS,More Stable
G6319-MONOMER,Clim0,337.1000000000001,cusR,Less Stable
G6323-MONOMER,Clim0,720.0000000000001,ybdG,More Stable
G6324-MONOMER,Clim0,310.0,ybdF,Less Stable
G6326-MONOMER,Clim0,570.0000000000001,ybdK,Less Stable
G6329-MONOMER,Clim0,233.8,ybdL,Less Stable
G6358-MONOMER,Clim0,351.2,rihA,Less Stable
G6359-MONOMER,Clim0,680.9999999999999,gltI,More Stable
G6402-MONOMER,Clim0,327.2,ybhK,Less Stable
G6407-MONOMER,Clim0,297.4,ybhP,Less Stable
G6412-MONOMER,Clim0,670.9,ybhG,More Stable
G6414-MONOMER,Clim0,720.0000000000001,fiu,More Stable
G6418-MONOMER,Clim0,609.7,opgE,More Stable
G6420-MONOMER,Clim0,301.7,mntR,Less Stable
G6422-MONOMER,Clim0,345.4,ldtB,Less Stable
G6423-MONOMER,Clim0,334.20000000000005,ybiT,Less Stable
G6425-MONOMER,Clim0,720.0000000000001,ybiV,More Stable
G6435-MONOMER,Clim0,263.3,rimO,Less Stable
G6438-MONOMER,Clim0,558.2000000000002,gstB,Less Stable
G6445-MONOMER,Clim0,720.0000000000001,ybjL,More Stable
G6450-MONOMER,Clim0,720.0000000000001,ybjP,More Stable
G6451-MONOMER,Clim0,329.3,ybjQ,Less Stable
G6452-MONOMER,Clim0,674.5,amiD,More Stable
G6453-MONOMER,Clim0,596.9,ybjS,Less Stable
G6454-MONOMER,Clim0,720.0000000000001,ybjT,More Stable
G6465-MONOMER,Clim0,340.7,lolA,Less Stable
G6468-MONOMER,Clim0,307.9,ycaO,Less Stable
G6473-MONOMER,Clim0,234.90000000000006,ycbJ,Less Stable
G6475-MONOMER,Clim0,592.6,gloC,Less Stable
G6487-MONOMER,Clim0,608.7000000000003,ycbX,More Stable
G6488-MONOMER,Clim0,627.0000000000001,rlmL,More Stable
G6491-MONOMER,Clim0,720.0000000000001,pqiB,More Stable
G6493-MONOMER,Clim0,359.49999999999994,ycbZ,Less Stable
G6496-MONOMER,Clim0,720.0000000000001,yccF,More Stable
G6499-MONOMER,Clim0,593.0,yccU,Less Stable
G6501-MONOMER,Clim0,679.0000000000001,rlmI,More Stable
G6527-MONOMER,Clim0,720.0000000000001,efeO,More Stable
G6539-MONOMER,Clim0,338.40000000000003,ghrA,Less Stable
G6540-MONOMER,Clim0,299.6,ycdX,Less Stable
G6541-MONOMER,Clim0,720.0000000000001,ycdY,More Stable
G6550-MONOMER,Clim0,353.5,ymdB,Less Stable
G6551-MONOMER,Clim0,322.6,clsC,Less Stable
G6560-MONOMER,Clim0,352.8,yceM,Less Stable
G6565-MONOMER,Clim0,654.7,lpoB,More Stable
G6567-MONOMER,Clim0,447.4,nagZ,Less Stable
G6568-MONOMER,Clim0,279.2,ycfP,Less Stable
G6576-MONOMER,Clim0,299.0,nagK,Less Stable
G6580-MONOMER,Clim0,318.2,nudJ,Less Stable
G6602-MONOMER,Clim0,181.0,bluR,Less Stable
G6614-MONOMER,Clim0,720.0000000000001,ycgJ,More Stable
G6615-MONOMER,Clim0,319.29999999999995,pliG,Less Stable
G6616-MONOMER,Clim0,275.4,ycgL,Less Stable
G6617-MONOMER,Clim0,671.8,ycgM,More Stable
G6619-MONOMER,Clim0,282.70000000000005,hlyE,Less Stable
G6621-MONOMER,Clim0,299.9,ldcA,Less Stable
G6622-MONOMER,Clim0,118.30000000000001,emtA,Less Stable
G6623-MONOMER,Clim0,72.70000000003702,ycgR,Less Stable
G6627-MONOMER,Clim0,341.8999999999999,dhaK,Less Stable
G6628-MONOMER,Clim0,258.5,dhaR,Less Stable
G6635-MONOMER,Clim0,720.0000000000001,yciO,More Stable
G6638-MONOMER,Clim0,330.4,yciT,Less Stable
G6640-MONOMER,Clim0,74.80000000004571,yciW,Less Stable
G6646-MONOMER,Clim0,173.0,puuE,Less Stable
G6658-MONOMER,Clim0,324.6000000000001,ycjW,Less Stable
G6659-MONOMER,Clim0,650.4000000000001,ycjX,More Stable
G6660-MONOMER,Clim0,645.6,tpx,More Stable
G6661-MONOMER,Clim0,558.7999999999998,ycjG,Less Stable
G6663-MONOMER,Clim0,674.2000000000002,ycjY,More Stable
G6665-MONOMER,Clim0,604.9,mppA,More Stable
G6674-MONOMER,Clim0,687.5,zntB,More Stable
G6675-MONOMER,Clim0,98.00000000001376,ttcA,Less Stable
G6699-MONOMER,Clim0,345.00000000000006,uspF,Less Stable
G6702-MONOMER,Clim0,328.40000000000003,hslJ,Less Stable
G6703-MONOMER,Clim0,648.0,ydbH,More Stable
G6704-MONOMER,Clim0,720.0000000000001,ynbE,More Stable
G6718-MONOMER,Clim0,202.0,paaJ,Less Stable
G6719-MONOMER,Clim0,41.50000000000907,paaK,Less Stable
G6720-MONOMER,Clim0,303.90000000000003,paaX,Less Stable
G6721-MONOMER,Clim0,698.1000000000001,paaY,More Stable
G6732-MONOMER,Clim0,720.0000000000001,hrpA,More Stable
G6738-MONOMER,Clim0,210.10000000000002,ydcJ,Less Stable
G6742-MONOMER,Clim0,619.8,ydcL,More Stable
G6745-MONOMER,Clim0,316.40000000000003,sutR,Less Stable
G6750-MONOMER,Clim0,325.1,ydcR,Less Stable
G6759-MONOMER,Clim0,346.3,mnaT,Less Stable
G6760-MONOMER,Clim0,331.70000000000005,curA,Less Stable
G6763-MONOMER,Clim0,720.0000000000001,yncE,More Stable
G6769-MONOMER,Clim0,249.20000000000002,yddH,Less Stable
G6784-MONOMER,Clim0,189.6,dosC,Less Stable
G6788-MONOMER,Clim0,720.0000000000001,ydeN,More Stable
G6798-MONOMER,Clim0,93.30000000004954,lsrK,Less Stable
G6804-MONOMER,Clim0,306.1,lsrF,Less Stable
G6805-MONOMER,Clim0,219.5,lsrG,Less Stable
G6806-MONOMER,Clim0,598.4000000000001,tam,Less Stable
G6814-MONOMER,Clim0,612.1,rspR,More Stable
G6823-MONOMER,Clim0,350.90000000000003,gnsB,Less Stable
G6838-MONOMER,Clim0,207.30000000000004,rspB,Less Stable
G6839-MONOMER,Clim0,627.5000000000001,rspA,More Stable
G6841-MONOMER,Clim0,304.4,ynfB,Less Stable
G6853-MONOMER,Clim0,718.3000000000002,ynfL,More Stable
G6856-MONOMER,Clim0,264.3,ydgD,Less Stable
G6860-MONOMER,Clim0,343.9,ydgH,Less Stable
G6862-MONOMER,Clim0,340.3,folM,Less Stable
G6865-MONOMER,Clim0,359.19999999999993,ydgA,Less Stable
G6867-MONOMER,Clim0,720.0000000000001,uidR,More Stable
G6868-MONOMER,Clim0,332.19999999999993,ydgJ,Less Stable
G6875-MONOMER,Clim0,341.8,rsxG,Less Stable
G6880-MONOMER,Clim0,341.70000000000005,anmK,Less Stable
G6881-MONOMER,Clim0,324.6000000000001,slyB,Less Stable
G6882-MONOMER,Clim0,311.4,slyA,Less Stable
G6884-MONOMER,Clim0,672.6000000000001,ydhJ,More Stable
G6886-MONOMER,Clim0,601.9000000000001,sodC,More Stable
G6887-MONOMER,Clim0,342.5,ydhF,Less Stable
G6892-MONOMER,Clim0,326.1,mepH,Less Stable
G6895-MONOMER,Clim0,288.59999999999997,ydhR,Less Stable
