,gene_name,cistron_name,monomer_name,max_mRNA_count,max_protein_count,prob_monomer_expressed,expression_status,log2_mRNA,log2_Protein,log2_mRNA_1,log2_Protein_1,mean_mRNA_count,mean_protein_count,log2_mean_mRNA_1,log2_mean_Protein_1,FrameID,Function,Gene Name,Accession-1,Left-End-Position,Right-End-Position,Product,Regulated-By,GO terms (biological process),Transcription Units,gene ID,Pathways of gene,TU ID,GO biological process last,GO biological process first
2591,G7214,G7214_RNA,G7214-MONOMER[c],4,1442,1.0,always_expressed,2.0,10.493855449240822,2.321928094887362,10.494855584491198,0.3009638200681107,359.4967870313157,0.37958084112249835,8.49384259111421,G7214,Unknown function,yfcZ,b2343,2460650.0,2460934.0,DUF406 domain-containing protein YfcZ,Regulation of yfcZ by RNA polymerase sigma factor RpoN // Regulation of yfcZ by DNA-binding transcriptional dual regulator Lrp // Regulation of yfcZ by DNA-binding transcriptional dual regulator FNR,,yfcZ,G7214,,yfcZ,,
2592,G7215,G7215_RNA,G7215-MONOMER[c],2,331,0.5720914816042426,subgen,1.0,8.370687406807217,1.584962500721156,8.375039431346925,0.0190852455963636,12.634204044319922,0.027274736739507758,3.76915857403083,G7215,Unknown function,yfdF,b2345,2463012.0,2464070.0,protein YfdF,,,yfdF,G7215,,yfdF,,
2593,G7216,G7216_RNA,G7216-MONOMER[m],6,1243,1.0,always_expressed,2.584962500721156,10.279610581052484,2.807354922057604,10.280770770130603,0.7162832265400383,405.8337974679973,0.7792876506275996,8.668295724953637,G7216,Unclear/under-characterized,mlaA,b2346,2464252.0,2465007.0,intermembrane phospholipid transport system - outer membrane lipoprotein MlaA,,intermembrane phospholipid transfer,mlaA,G7216,,mlaA,intermembrane phospholipid transfer,intermembrane phospholipid transfer
2594,G7217,G7217_RNA,G7217-MONOMER[m],3,567,0.9294000662910176,subgen,1.584962500721156,9.147204924942228,2.0,9.149747119504681,0.0659438016155836,28.55420853048476,0.09213137874649906,4.885291680239014,G7217,Unknown function,yfdC,b2347,2465301.0,2466233.0,inner membrane protein YfdC,,transmembrane transport // formate transport,yfdC,G7217,,yfdC,formate transport,transmembrane transport
2595,G7218,G7218_RNA,G7218-MONOMER[c],3,743,0.9433211799801128,subgen,1.584962500721156,9.537218400538595,2.0,9.539158811108031,0.129700245187248,65.72689342960248,0.17594001852491378,6.060196433474778,G7218,Phage interaction,intS,b2349,2466545.0,2467702.0,CPS-53 (KpLE1) prophage; prophage CPS-53 integrase,,viral genome integration into host DNA // viral entry into host cell // DNA integration // DNA recombination // establishment of integrated proviral latency // provirus excision,intS,G7218,,intS,provirus excision,viral genome integration into host DNA
2596,G7219,G7219_RNA,G7219-MONOMER[i],6,510,1.0,always_expressed,2.584962500721156,8.994353436858859,2.807354922057604,8.997179480937621,0.8136344142451252,148.96801985198476,0.8588836720127527,7.22851107369629,G7219,Unknown function,yfdG,b2350,2467855.0,2468217.0,CPS-53 (KpLE1) prophage; putative bactoprenol-linked glucose translocase,,heme biosynthetic process // polysaccharide biosynthetic process,yfdGHI,G7219,,yfdGHI,polysaccharide biosynthetic process,heme biosynthetic process
2597,G7220,G7220_RNA,G7220-MONOMER[i],6,1164,1.0,always_expressed,2.584962500721156,10.184875342908283,2.807354922057604,10.186114239541643,0.8136344142451252,347.5516861208217,0.8588836720127527,8.445228796460075,G7220,Unknown function,yfdH,b2351,2468214.0,2469134.0,CPS-53 (KpLE1) prophage; bactoprenol glucosyl transferase,,,yfdGHI,G7220,,yfdGHI,,
2598,G7221,G7221_RNA,G7221-MONOMER[i],6,739,1.0,always_expressed,2.584962500721156,9.52943055414615,2.807354922057604,9.531381460516313,0.8136344142451252,219.22332424814417,0.8588836720127527,7.782823465194323,G7221,Unknown function,yfdI,b2352,2469131.0,2470462.0,CPS-53 (KpLE1) prophage; serotype-specific glucosyl transferase YfdI,,,yfdGHI,G7221,,yfdGHI,,
2599,G7223,G7223_RNA,G7223-MONOMER[c],1,281,0.4534305601590984,subgen,0.0,8.134426320220927,1.0,8.139551352398794,0.0120583314288293,6.232685237696199,0.01729244421984378,2.8545313677689053,G7223,Unknown function,yfdK,b2354,2471077.0,2471517.0,CPS-53 (KpLE1) prophage; putative tail fiber assembly protein YfdK,,response to oxidative stress,yfdONMLK,G7223,,yfdONMLK,response to oxidative stress,response to oxidative stress
2600,G7225,G7225_RNA,G7225-MONOMER[c],1,277,0.4766324163075903,subgen,0.0,8.113742166049189,1.0,8.118941072723507,0.0120583314288293,6.5800103266435865,0.01729244421984378,2.9221998138564387,G7225,,yfdM,b2356,2472112.0,2472387.0,CPS-53 (KpLE1) prophage; putative methyltransferase YfdM,,methylation // DNA methylation on adenine // viral process,yfdONMLK,G7225,,yfdONMLK,viral process,methylation
2601,G7226,G7226_RNA,G7226-MONOMER[c],1,294,0.4746436857805767,subgen,0.0,8.199672344836364,1.0,8.204571144249204,0.0120583314288293,6.7788003318069086,0.01729244421984378,2.959547675930365,G7226,Unknown function,yfdN,b2357,2472387.0,2472881.0,CPS-53 (KpLE1) prophage; uncharacterized protein YfdN,,,yfdONMLK,G7226,,yfdONMLK,,
2602,G7227,G7227_RNA,G7227-MONOMER[c],1,289,0.4998342724560822,subgen,0.0,8.174925682500678,1.0,8.179909090014934,0.0120583314288293,7.26345003004884,0.01729244421984378,3.0467442395219386,G7227,,yfdO,b2358,2472878.0,2473246.0,CPS-53 (KpLE1) prophage; protein YdfO,,response to oxidative stress,yfdONMLK,G7227,,yfdONMLK,response to oxidative stress,response to oxidative stress
2603,G7228,G7228_RNA,G7228-MONOMER[c],2,330,0.8170367915147497,subgen,1.0,8.366322214245816,1.584962500721156,8.370687406807217,0.0345462907316963,21.99477248937005,0.04899819997310328,4.523234018629069,G7228,Unknown function,yfdP,b2359,2473604.0,2473966.0,CPS-53 (KpLE1) prophage; uncharacterized protein YfdP,,,yfdPQ,G7228,,yfdPQ,,
2604,G7229,G7229_RNA,G7229-MONOMER[c],2,309,0.8001325820351343,subgen,1.0,8.271463027904375,1.584962500721156,8.276124405274238,0.0345462907316963,20.89076400233619,0.04899819997310328,4.452250401308793,G7229,Unknown function,yfdQ,b2360,2474032.0,2474856.0,CPS-53 (KpLE1) prophage; DUF2303 domain-containing protein YfdQ,,viral process,yfdPQ,G7229,,yfdPQ,viral process,viral process
2605,G7230,G7230_RNA,G7230-MONOMER[c],2,393,0.6436857805767319,subgen,1.0,8.618385502258606,1.584962500721156,8.622051819456376,0.0252248020021274,12.82891982179486,0.035940285510230284,3.78961656673366,G7230,Unknown function,yfdR,b2361,2474984.0,2475520.0,CPS-53 (KpLE1) prophage; 5'-deoxynucleotidase,,,yfdRST,G7230,,yfdRST,,
2606,G7231,G7231_RNA,G7231-MONOMER[c],2,384,0.6489890619821014,subgen,1.0,8.584962500721156,1.584962500721156,8.588714635582264,0.0252248020021274,12.982013018342489,0.035940285510230284,3.8055001782409263,G7231,Unknown function,yfdS,b2362,2475511.0,2475873.0,CPS-53 (KpLE1) prophage; protein YfdS,,response to oxidative stress,yfdRST,G7231,,yfdRST,response to oxidative stress,response to oxidative stress
2607,G7232,G7232_RNA,G7232-MONOMER[c],2,392,0.6456745111037454,subgen,1.0,8.614709844115207,1.584962500721156,8.618385502258606,0.0252248020021274,12.81859599969528,0.035940285510230284,3.788539137011981,G7232,Unknown function,yfdT,b2363,2475873.0,2476178.0,CPS-53 (KpLE1) prophage; protein YfdT,,,yfdRST,G7232,,yfdRST,,
2608,G7233,G7233_RNA,G7233-MONOMER[i],1,163,0.2757706330792178,subgen,0.0,7.348728154231077,1.0,7.357552004618084,0.0057205655389181,3.0601724493049267,0.00822951517215386,2.021541004866962,G7233,Unclear/under-characterized,emrK,b2368,2482176.0,2483339.0,tripartite efflux pump membrane fusion protein EmrK,Regulation of emrK by DNA-binding transcriptional dual regulator Nac,xenobiotic detoxification by transmembrane export across the cell outer membrane // transmembrane transport // bile acid and bile salt transport // xenobiotic detoxification by transmembrane export across the plasma membrane // response to antibiotic // DNA damage response,emrKY,G7233,,emrKY,DNA damage response,xenobiotic detoxification by transmembrane export across the cell outer membrane
2609,G7234,G7234_RNA,G7234-MONOMER[c],2,168,0.2641697050049718,subgen,1.0,7.392317422778761,1.584962500721156,7.400879436282184,0.0064647328192583,2.803936256958493,0.00929662016965268,1.9274930709775573,G7234,Unknown function,yfdE,b2371,2488023.0,2489168.0,acetyl-CoA:oxalate CoA-transferase,,,yfdX // yfdE,G7234,,yfdX // yfdE,,
2610,G7236,G7236_RNA,G7236-MONOMER[c],2,140,0.2340072920119323,subgen,1.0,7.129283016944966,1.584962500721156,7.139551352398794,0.0068484550946185,3.263462726741775,0.009846553715776828,2.09202564393601,G7236,Met Orth,oxc,b2373,2490256.0,2491950.0,oxalyl-CoA decarboxylase,Regulation of oxc by DNA-binding transcriptional dual regulator H-NS // Regulation of oxc by DNA-binding transcriptional repressor GlaR,carboxylic acid metabolic process // fatty acid alpha-oxidation // oxalate catabolic process // cellular response to acidic pH,yfdX // oxc,G7236,,yfdX // oxc,cellular response to acidic pH,carboxylic acid metabolic process
2611,G7237,G7237_RNA,G7237-MONOMER[c],2,166,0.2611866092144514,subgen,1.0,7.3750394313469245,1.584962500721156,7.383704292474052,0.0052945209537755,2.726245192890981,0.007618229435406422,1.897722609043196,G7237,Met Orth,frc,b2374,2492004.0,2493254.0,formyl-CoA transferase,Regulation of frc by DNA-binding transcriptional dual regulator CpxR-phosphorylated,oxalate catabolic process // cellular response to acidic pH,yfdX // frc,G7237,,yfdX // frc,cellular response to acidic pH,oxalate catabolic process
2612,G7238,G7238_RNA,G7238-MONOMER[p],2,181,0.2850513755386145,subgen,1.0,7.499845887083206,1.584962500721156,7.507794640198696,0.0052945209537755,2.854125578757586,0.007618229435406422,1.9464035796510761,G7238,Unknown function,yfdX,b2375,2493767.0,2494402.0,protein YfdX,,,yfdX,G7238,,yfdX,,
2613,G7239,G7239_RNA,G7239-MONOMER[i],2,463,0.8051044083526682,subgen,1.0,8.854868383260236,1.584962500721156,8.857980995127573,0.0375187276220787,22.17647627270239,0.05313737790886764,4.534589332054197,G7239,Met,ypdI,b2376,2494698.0,2494973.0,colanic acid synthesis putative lipoprotein YpdI,,colanic acid biosynthetic process,ypdI,G7239,,ypdI,colanic acid biosynthetic process,colanic acid biosynthetic process
2614,G7240,G7240_RNA,G7240-MONOMER[i],3,572,0.8869738150480609,subgen,1.584962500721156,9.159871336778389,2.0,9.162391328756906,0.0512502010309714,30.597909842194213,0.07210607636756136,4.981757224174768,G7240,Unknown function,yfdY,b2377,2495050.0,2495292.0,DUF2545 domain-containing protein YfdY,,,yfdY,G7240,,yfdY,,
2615,G7242,G7242_RNA,G7242-MONOMER[c],4,1095,1.0,always_expressed,2.0,10.096715154488535,2.321928094887362,10.098032082960527,0.2792179119300948,270.1778665605788,0.3552620450501763,8.083095620806553,G7242,Met Orth,alaC,b2379,2497057.0,2498295.0,glutamate&mdash;pyruvate aminotransferase AlaC,Regulation of alaC by DNA-binding transcriptional dual regulator Nac,amino acid biosynthetic process // biosynthetic process // D-alanine biosynthetic process // alanine biosynthetic process // L-alanine biosynthetic process from pyruvate,alaC,G7242,superpathway of L-alanine biosynthesis // L-alanine biosynthesis II,alaC,L-alanine biosynthetic process from pyruvate,amino acid biosynthetic process
2616,G7243,G7243_RNA,G7243-MONOMER[i],3,329,0.9960225389459728,subgen,1.584962500721156,8.361943773735241,2.0,8.366322214245816,0.1471328045866098,38.72778290347974,0.19803242311261457,5.312076377782149,G7243,Unknown function,pyrS,b2380,2498671.0,2500368.0,PyrS-<i>N</i>-phospho-L-histidine // sensor histidine kinase PyrS,Regulation of pyrS by DNA-binding transcriptional dual regulator ArcA-phosphorylated // Regulation of pyrS by DNA-binding transcriptional dual regulator ArcA-phosphorylated // Regulation of pyrS by DNA-binding transcriptional dual regulator ArcA-phosphorylated,phosphorelay signal transduction system // phosphorylation // cell wall organization // cellular response to nutrient // signal transduction,pyrSR-ypdC,G7243,PyrSR Two-Component Signal Transduction System,pyrSR-ypdC,signal transduction,phosphorelay signal transduction system
2617,G7244,G7244_RNA,G7244-MONOMER[c],3,347,0.9943652635067948,subgen,1.584962500721156,8.43879185257826,2.0,8.442943495848729,0.1471328045866098,42.05863685483165,0.19803242311261457,5.428230742448633,G7244,Unknown function,pyrR,b2381,2500383.0,2501117.0,DNA-binding transcriptional dual regulator PyrR-phosphorylated // DNA-binding transcriptional activator PyrR,,regulation of DNA-templated transcription // phosphorelay signal transduction system // response to antibiotic // cell motility // positive regulation of single-species biofilm formation,pyrSR-ypdC,G7244,PyrSR Two-Component Signal Transduction System,pyrSR-ypdC,positive regulation of single-species biofilm formation,regulation of DNA-templated transcription
2618,G7245,G7245_RNA,G7245-MONOMER[c],3,640,0.9970169042094796,subgen,1.584962500721156,9.321928094887362,2.0,9.324180546618742,0.1471328045866098,75.50051139457653,0.19803242311261457,6.257397486927338,G7245,Unknown function,ypdC,b2382,2501130.0,2501987.0,putative AraC-type DNA-binding transcriptional regulator YpdC,Regulation of ypdC by DNA-binding transcriptional repressor GlaR,regulation of DNA-templated transcription,pyrSR-ypdC,G7245,,pyrSR-ypdC,regulation of DNA-templated transcription,regulation of DNA-templated transcription
2619,G7246,G7246_RNA,G7246-MONOMER[m],1,238,0.3775273450447464,subgen,0.0,7.894817763307944,1.0,7.900866807980749,0.0155471004985568,7.656390104479676,0.02225715256354623,3.113765516391692,G7246,Unknown function,fryA,b2383,2501990.0,2504485.0,putative PTS multiphosphoryl transfer protein FryA,,phosphorylation // carbohydrate transport // phosphoenolpyruvate-dependent sugar phosphotransferase system,fryBC-ypdFE-fryA,G7246,,fryBC-ypdFE-fryA,phosphoenolpyruvate-dependent sugar phosphotransferase system,phosphorylation
2620,G7247,G7247_RNA,G7247-MONOMER[c],1,217,0.4000662910175671,subgen,0.0,7.7615512324444795,1.0,7.768184324776926,0.0155471004985568,7.778913191299662,0.02225715256354623,3.134042348579358,G7247,Protein decay,ypdE,b2384,2504510.0,2505547.0,aminopeptidase YpdE,,proteolysis,fryBC-ypdFE-fryA,G7247,,fryBC-ypdFE-fryA,proteolysis,proteolysis
2621,G7248,G7248_RNA,G7248-MONOMER[c],1,243,0.3858137222406363,subgen,0.0,7.924812503605781,1.0,7.930737337562887,0.0155471004985568,8.310125894764166,0.02225715256354623,3.2188006765406656,G7248,Met,ypdF,b2385,2505547.0,2506632.0,aminopeptidase YpdF,,proteolysis,fryBC-ypdFE-fryA,G7248,,fryBC-ypdFE-fryA,proteolysis,proteolysis
2622,G7250,G7250_RNA,G7250-MONOMER[c],1,229,0.4696718594630427,subgen,0.0,7.839203788096944,1.0,7.845490050944375,0.0155471004985568,10.10097186130697,0.02225715256354623,3.472614081202484,G7250,Unknown function,fryB,b2387,2507916.0,2508242.0,putative PTS enzyme IIB component FryB,,fructose transmembrane transport // phosphorylation // carbohydrate transport // phosphoenolpyruvate-dependent sugar phosphotransferase system,fryBC-ypdFE-fryA,G7250,,fryBC-ypdFE-fryA,phosphoenolpyruvate-dependent sugar phosphotransferase system,fructose transmembrane transport
2623,G7251,G7251_RNA,G7251-MONOMER[i],2,573,0.9807756049055352,subgen,1.0,9.162391328756906,1.584962500721156,9.164906926675688,0.105788140160204,62.72406912079634,0.14507500363926745,5.993766488444846,G7251,Unknown function,yfeO,b2389,2509630.0,2510886.0,putative transport protein YfeO,,chloride transmembrane transport // transmembrane transport // monoatomic ion transmembrane transport // chloride transport // monoatomic ion transport,yfeO,G7251,,yfeO,monoatomic ion transport,chloride transmembrane transport
2624,G7252,G7252_RNA,G7252-MONOMER[c],8,1615,1.0,always_expressed,3.0,10.657318449581288,3.169925001442312,10.658211482751796,0.8104877505128053,483.4899971220829,0.8563784157899466,8.920323069550605,G7252,Unknown function,ypeC,b2390,2511001.0,2511327.0,DUF2502 domain-containing protein YpeC,,,ypeC,G7252,,ypeC,,
2625,G7255,G7255_RNA,G7255-MONOMER[c],4,840,1.0,always_expressed,2.0,9.714245517666123,2.321928094887362,9.715961990255144,0.2718629998617471,156.4510577755958,0.34694327748965054,7.298759639483553,G7255,Insertion,insL3,b2394,2514331.0,2515443.0,putative IS186/IS421 transposase,,transposition // DNA transposition // DNA recombination,insL3,G7255,,insL3,DNA recombination,transposition
2626,G7256,G7256_RNA,G7256-MONOMER[o],2,367,0.5236990387802453,subgen,1.0,8.519636252843213,1.584962500721156,8.523561956057012,0.0212803627304097,12.49629961938136,0.030378970424259286,3.754492001974434,G7256,Unknown function,yfeN,b2408,2525127.0,2525891.0,putative outer membrane porin YfeN,,,yfeN,G7256,,yfeN,,
2627,G7257,G7257_RNA,G7257-MONOMER[c],3,375,0.9549221080543586,subgen,1.584962500721156,8.550746785383243,2.0,8.554588851677638,0.0728183554679013,41.86131754993327,0.1014058264676,5.421604293794474,G7257,Unknown function,yfeR,b2409,2525930.0,2526856.0,putative DNA-binding transcriptional regulator YfeR,,regulation of DNA-templated transcription // DNA-templated transcription,yfeR,G7257,,yfeR,DNA-templated transcription,regulation of DNA-templated transcription
2628,G7258,G7258_RNA,G7258-MONOMER[i],10,707,1.0,always_expressed,3.321928094887362,9.4655664048094,3.4594316186372973,9.467605550082997,0.7847254551764417,202.77282653778116,0.8357021611346107,7.670817868202072,G7258,Cytokinesis,zipA,b2412,2530247.0,2531233.0,cell division protein ZipA,Regulation of zipA by DNA-binding transcriptional dual regulator Lrp,FtsZ-dependent cytokinesis // cell septum assembly // cell division // cell cycle // division septum assembly,zipA,G7258,,zipA,division septum assembly,FtsZ-dependent cytokinesis
2629,G7260,G7260_RNA,G7260-MONOMER[c],3,622,0.9990056347364932,subgen,1.584962500721156,9.280770770130603,2.0,9.283088353024002,0.1575201101508649,92.98817796813412,0.21103725833466608,6.554407397854818,G7260,Unknown function,yfeK,b2419,2537342.0,2537716.0,DUF5329 domain-containing protein YfeK,Regulation of yfeK by DNA-binding transcriptional dual regulator Nac // Regulation of yfeK by small regulatory RNA MicA,,yfeKS,G7260,,yfeKS,,
2630,G7261,G7261_RNA,G7261-MONOMER[c],3,655,0.9976798143851509,subgen,1.584962500721156,9.355351096424812,2.0,9.357552004618084,0.1575201101508649,89.52042615744463,0.21103725833466608,6.500171471513652,G7261,Unknown function,yfeS,b2420,2537749.0,2538483.0,PF05406 family protein YfeS,Regulation of yfeS by DNA-binding transcriptional dual regulator Nac,,yfeKS,G7261,,yfeKS,,
2631,G7262,G7262_RNA,G7262-MONOMER[c],2,390,0.6645674511103745,subgen,1.0,8.60733031374961,1.584962500721156,8.611024797307353,0.0410216041284002,26.04262632504098,0.05800000893078806,4.75716336492895,G7262,Transcription regulation,murR,b2427,2544752.0,2545609.0,DNA-binding transcriptional dual regulator MurR,,regulation of carbohydrate catabolic process // carbohydrate derivative metabolic process // regulation of DNA-templated transcription // N-acetylmuramic acid catabolic process // carbohydrate metabolic process // negative regulation of DNA-templated transcription // DNA-templated transcription,murR // murR,G7262,,murR // murR,DNA-templated transcription,regulation of carbohydrate catabolic process
2632,G7263,G7263_RNA,G7263-MONOMER[c],3,1567,0.8975803778588002,subgen,1.584962500721156,10.61378946447258,2.0,10.614709844115207,0.066543367670834,64.35782737011988,0.09294262958059166,6.030288120989519,G7263,Met Orth,murQ,b2428,2545773.0,2546669.0,<i>N</i>-acetylmuramic acid 6-phosphate etherase,,"amino sugar metabolic process // carbohydrate derivative metabolic process // 1,6-anhydro-N-acetyl-beta-muramic acid catabolic process // N-acetylmuramic acid catabolic process // carbohydrate metabolic process // amino sugar catabolic process // peptidoglycan turnover",murQP // murQP // murQP // murQP-yfeW,G7263,peptidoglycan recycling I,murQP // murQP // murQP // murQP-yfeW,peptidoglycan turnover,amino sugar metabolic process
2633,G7265,G7265_RNA,G7265-MONOMER[i],2,316,0.7862114683460392,subgen,1.0,8.303780748177102,1.584962500721156,8.308339030139408,0.0424676163792981,19.207166295641084,0.060002567924476564,4.336795117848945,G7265,Antibiotic resistance,yfeW,b2430,2548102.0,2549406.0,penicillin binding protein 4B,,proteolysis,murQP-yfeW,G7265,peptidoglycan maturation (<i>meso</i>-diaminopimelate containing),murQP-yfeW,proteolysis,proteolysis
2634,G7266,G7266_RNA,G7266-MONOMER[c],6,2740,1.0,always_expressed,2.584962500721156,11.419960177847889,2.807354922057604,11.420486612825774,0.6336954712307046,636.9975424845453,0.7081390831834243,9.31740705662978,G7266,Iron storage protein,yfeX,b2431,2549646.0,2550545.0,porphyrinogen peroxidase,,cellular oxidant detoxification,yfeYX,G7266,,yfeYX,cellular oxidant detoxification,cellular oxidant detoxification
2635,G7267,G7267_RNA,G7267-MONOMER[c],6,612,1.0,always_expressed,2.584962500721156,9.257387842692651,2.807354922057604,9.259743263690781,0.6336954712307046,154.49141562483248,0.7081390831834243,7.280691123974058,G7267,Unknown function,yfeY,b2432,2550641.0,2551216.0,DUF1131 domain-containing lipoprotein YfeY,,,yfeYX,G7267,,yfeYX,,
2636,G7268,G7268_RNA,G7268-MONOMER[i],3,159,0.9986741796486576,subgen,1.584962500721156,7.312882955284356,2.0,7.321928094887363,0.1978631465790877,27.01799050851666,0.2604630925760478,4.8082815821565035,G7268,Unknown function,yfeZ,b2433,2551277.0,2551726.0,putative inner membrane protein,,,ypeA-yfeZ,G7268,,ypeA-yfeZ,,
2637,G7269,G7269_RNA,G7269-MONOMER[c],3,380,0.9993370898243288,subgen,1.584962500721156,8.569855608330949,2.0,8.573647187493322,0.1978631465790877,73.42268630986138,0.2604630925760478,6.217670560814234,G7269,Unknown function,ypeA,b2434,2551713.0,2552138.0,putative acetyltransferase YpeA,,,ypeA-yfeZ,G7269,,ypeA-yfeZ,,
2638,G7270,G7270_RNA,G7270-MONOMER[c],5,148,0.9986741796486576,subgen,2.321928094887362,7.20945336562895,2.584962500721156,7.219168520462161,0.2363080274135708,30.711059948141063,0.30603823697800997,4.986914195488049,G7270,Cell structure microcompartment protein,eutK,b2438,2555228.0,2555728.0,"putative structural protein, ethanolamine utilization microcompartment",,ethanolamine catabolic process // response to X-ray,eutBCLKR,G7270,,eutBCLKR,response to X-ray,ethanolamine catabolic process
2639,G7271,G7271_RNA,G7271-MONOMER[c],5,676,1.0,always_expressed,2.321928094887362,9.400879436282183,2.584962500721156,9.403012023574997,0.2363080274135708,148.96585647658307,0.30603823697800997,7.22849026183601,G7271,Cell structure microcompartment protein,eutL,b2439,2555741.0,2556400.0,"putative structural protein, ethanolamine utilization microcompartment",,ethanolamine catabolic process,eutBCLKR,G7271,,eutBCLKR,ethanolamine catabolic process,ethanolamine catabolic process
2640,G7272,G7272_RNA,G7272-MONOMER[c],5,345,1.0,always_expressed,2.321928094887362,8.430452551665532,2.584962500721156,8.434628227636725,0.3499949213228261,58.68229911715662,0.43295397987154693,5.89923120791066,G7272,Unknown function,intZ,b2442,2558858.0,2560066.0,CPZ-55 prophage; putative phage integrase IntZ,Regulation of intZ by DNA-binding transcriptional dual regulator Lrp,viral genome integration into host DNA // establishment of integrated proviral latency // viral entry into host cell // DNA integration // DNA recombination,intZ,G7272,,intZ,DNA recombination,viral genome integration into host DNA
2641,G7273,G7273_RNA,G7273-MONOMER[c],3,599,0.9996685449121644,subgen,1.584962500721156,9.226412192788786,2.0,9.228818690495881,0.1976924465962987,112.79305236962612,0.2602574884817258,6.830268666418635,G7273,Unknown function,yffL,b2443,2560257.0,2560898.0,CPZ-55 prophage; uncharacterized protein YffL,,,yffL,G7273,,yffL,,
2642,G7274,G7274_RNA,G7274-MONOMER[c],1,294,0.4680145840238647,subgen,0.0,8.199672344836364,1.0,8.204571144249204,0.01657200576712,10.01258524418562,0.023712407690228088,3.461081281423551,G7274,Unknown function,yffM,b2444,2561368.0,2561613.0,CPZ-55 prophage; uncharacterized protein YffM,,,yffMN,G7274,,yffMN,,
2643,G7275,G7275_RNA,G7275-MONOMER[c],1,275,0.4713291349022207,subgen,0.0,8.103287808412022,1.0,8.108524456778168,0.01657200576712,9.370105072187751,0.023712407690228088,3.374358606816345,G7275,Unknown function,yffN,b2445,2561625.0,2561993.0,CPZ-55 prophage; uncharacterized protein YffN,,,yffMN,G7275,,yffMN,,
2644,G7276,G7276_RNA,G7276-MONOMER[c],2,300,0.7948293006297646,subgen,1.0,8.228818690495881,1.584962500721156,8.233619676759702,0.029452800749387,16.806429041004677,0.04187768554492328,4.1543263175942124,G7276,Unknown function,yffO,b2446,2562111.0,2562527.0,CPZ-55 prophage; uncharacterized protein YffO,,,yffO-yffP,G7276,,yffO-yffP,,
2645,G7277,G7277_RNA,G7277-MONOMER[c],2,315,0.7775936360623136,subgen,1.0,8.29920801838728,1.584962500721156,8.303780748177102,0.029452800749387,16.777273201795595,0.04187768554492328,4.151962145717667,G7277,Unknown function,yffP,b2447,2562524.0,2563117.0,CPZ-55 prophage; uncharacterized protein YffP,,,yffO-yffP,G7277,,yffO-yffP,,
2646,G7278,G7278_RNA,G7278-MONOMER[m],3,723,0.998342724560822,subgen,1.584962500721156,9.497851836951117,2.0,9.499845887083206,0.1518968859244462,93.90641126563456,0.20401157717640417,6.568433644606997,G7278,Unknown function,yffQ,b2448,2563592.0,2563969.0,CPZ-55 prophage; uncharacterized protein YffQ,,,yffQR,G7278,,yffQR,,
2647,G7279,G7279_RNA,G7279-MONOMER[c],3,595,0.996685449121644,subgen,1.584962500721156,9.216745858195306,2.0,9.219168520462162,0.1518968859244462,72.44062532623447,0.20401157717640417,6.198506437833209,G7279,Unknown function,yffR,b2449,2563980.0,2564372.0,CPZ-55 prophage; uncharacterized protein YffR,,,yffQR,G7279,,yffQR,,
2648,G7280,G7280_RNA,G7280-MONOMER[c],4,1884,1.0,always_expressed,2.0,10.879583249612784,2.321928094887362,10.880348808156027,0.3433016480307429,371.50593288245966,0.4257833086762302,8.541119593260772,G7280,Unknown function,yffS,b2450,2564523.0,2565332.0,CPZ-55 prophage; uncharacterized protein YffS,Regulation of yffS by DNA-binding transcriptional dual regulator FNR // Regulation of yffS by DNA-binding transcriptional dual regulator FNR,,yffS,G7280,,yffS,,
2649,G7281,G7281_RNA,G7281-MONOMER[i],1,163,0.2595293337752734,subgen,0.0,7.348728154231077,1.0,7.357552004618084,0.0070247980520451,2.4182791466693754,0.010099210242624097,1.7732702165200065,G7281,Protein maturation rule,eutA,b2451,2565481.0,2566884.0,ethanolamine ammonia-lyase reactivase EutA,,ethanolamine catabolic process // protein repair,eutHA,G7281,,eutHA,protein repair,ethanolamine catabolic process
2650,G7282,G7282_RNA,G7282-MONOMER[i],1,149,0.2883659264169705,subgen,0.0,7.219168520462161,1.0,7.22881869049588,0.0070247980520451,2.508888390426129,0.010099210242624097,1.8110140596980375,G7282,Met,eutH,b2452,2566881.0,2568107.0,putative ethanolamine permease EutH,,ethanolamine transport // ethanolamine catabolic process,eutHA,G7282,,eutHA,ethanolamine catabolic process,ethanolamine transport
2651,G7283,G7283_RNA,G7283-MONOMER[i],1,156,0.3132250580046403,subgen,0.0,7.285402218862249,1.0,7.294620748891627,0.0070247980520451,2.731239225445301,0.010099210242624097,1.8996548603689802,G7283,Met,eutG,b2453,2568324.0,2569511.0,putative alcohol dehydrogenase EutG,,ethanolamine catabolic process,eutNEJG,G7283,,eutNEJG,ethanolamine catabolic process,ethanolamine catabolic process
2652,G7284,G7284_RNA,G7284-MONOMER[c],1,178,0.31024196221412,subgen,0.0,7.475733430966398,1.0,7.483815777264256,0.0070247980520451,2.778946343775658,0.010099210242624097,1.917984034311469,G7284,Protein maturation chaperone,eutJ,b2454,2569501.0,2570337.0,putative ethanolamine utilization chaperonin EutJ,,ethanolamine catabolic process,eutNEJG,G7284,,eutNEJG,ethanolamine catabolic process,ethanolamine catabolic process
