Uniprot Accession,Description,Gene,proteinMW,Peptides.used.for.quantitation,Confidence.score,medianRatio_MG1655.LB_vs_BW25113.Glucose,medianRatio_NCM3722.LB_vs_BW25113.Glucose,medianRatio_MG1655.Glucose_vs_BW25113.Glucose,medianRatio_NCM3722.Glucose_vs_BW25113.Glucose,medianRatio_BW25113.LB_vs_BW25113.Glucose,qvalue_MG1655.LB_vs_BW25113.Glucose,qvalue_NCM3722.LB_vs_BW25113.Glucose,qvalue_MG1655.Glucose_vs_BW25113.Glucose,qvalue_NCM3722.Glucose_vs_BW25113.Glucose,qvalue_BW25113.LB_vs_BW25113.Glucose,Copies/Cell_MG1655.LB,Copies/Cell_MG1655.Glucose,Copies/Cell_NCM3722.LB,Copies/Cell_NCM3722.Glucose,Copies/Cell_BW25113.LB,Copies/Cell_BW25113.Glucose,cv_MG1655.LB,cv_NCM3722.LB,cv_MG1655.Glucose,cv_NCM3722.Glucose,cv_BW25113.LB,cv_BW25113.Glucose,rawInt_A14.07016.1,rawInt_A14.07017.1,rawInt_A14.07018.1,rawInt_A14.07020.1,rawInt_A14.07021.1,rawInt_A14.07022.1,rawInt_A14.07024.1,rawInt_A14.07025.1,rawInt_A14.07026.1,rawInt_A14.07028.1,rawInt_A14.07029.1,rawInt_A14.07030.1,rawInt_A14.07032.1,rawInt_A14.07033.1,rawInt_A14.07034.1,rawInt_A14.07036.1,rawInt_A14.07037.1,rawInt_A14.07038.1,normInt_A14.07016.1,normInt_A14.07017.1,normInt_A14.07018.1,normInt_A14.07020.1,normInt_A14.07021.1,normInt_A14.07022.1,normInt_A14.07024.1,normInt_A14.07025.1,normInt_A14.07026.1,normInt_A14.07028.1,normInt_A14.07029.1,normInt_A14.07030.1,normInt_A14.07032.1,normInt_A14.07033.1,normInt_A14.07034.1,normInt_A14.07036.1,normInt_A14.07037.1,normInt_A14.07038.1,medianNormInt_MG1655.LB,medianNormInt_NCM3722.LB,medianNormInt_MG1655.Glu,medianNormInt_NCM3722.Glu,medianNormInt_BW25113.LB,medianNormInt_BW25113.Glu
P0AF50,Uncharacterized protein yjbR OS=Escherichia coli (strain K12) GN=yjbR PE=1 SV=1,yjbR,13492.97324,4,159.08,0.84,0.64,1.02,0.71,0.86,0.24,0.00,0.88,0.02,0.31,444,383,350,314,472,355,17.53,14.11,3.02,15.50,18.64,1.48,358163.60,505118.40,338169.73,255724.93,398144.33,402622.80,484219.82,337907.75,417290.91,338738.19,327884.32,369112.56,451255.28,323284.66,310089.00,327916.58,467906.81,410195.73,358163.60,507419.06,418811.37,278523.28,318399.60,369166.73,505550.77,521451.40,490932.09,351195.24,281788.28,384939.18,525457.03,362779.14,428519.69,492430.35,506890.28,497045.70,418811.37,318399.60,505550.77,351195.24,428519.69,497045.70
P37745,"dTDP-4-dehydrorhamnose 3,5-epimerase OS=Escherichia coli (strain K12) GN=rfbC PE=1 SV=1",rfbC,21238.76459,4,194.19,1.65,0.01,1.19,0.07,1.71,0.01,0.00,0.29,0.00,0.00,870,446,5,31,933,354,17.06,113.41,19.61,17.06,9.53,7.28,2077121.29,1634509.93,1218333.36,31900.82,12008.97,1639.43,994808.59,981021.59,1003015.84,85908.02,75324.91,67419.35,1474060.41,1507707.66,1040806.51,660723.79,975977.05,754005.99,2077121.29,1641954.63,1508863.21,34744.83,9603.68,1503.21,1038632.11,1513889.77,1180022.51,89067.27,64735.26,70310.12,1716446.22,1691898.67,1438316.40,992204.95,1057290.21,913650.26,1641954.63,9603.68,1180022.51,70310.12,1691898.67,992204.95
P0ACE3,Hemolysin expression-modulating protein OS=Escherichia coli (strain K12) GN=hha PE=1 SV=1,hha,8604.45853,4,180.75,0.55,0.68,0.93,1.12,0.75,0.08,0.07,0.67,0.13,0.04,276,334,357,475,395,340,36.38,22.47,17.85,1.28,8.35,9.45,426103.64,259357.11,176430.42,400184.99,406573.68,310337.83,335557.23,286375.03,427991.57,521041.49,618948.93,505024.10,284794.16,319023.53,283432.33,337539.81,387466.34,392677.44,426103.64,260538.40,218502.90,435862.22,325140.62,284550.21,350339.27,441927.31,503521.14,540202.72,531933.19,526678.27,331624.03,357997.45,391682.18,506881.51,419747.95,475818.29,260538.40,325140.62,441927.31,531933.19,357997.45,475818.29
P31658,Chaperone protein hchA OS=Escherichia coli (strain K12) GN=hchA PE=1 SV=3,hchA,31152.59493,4,211.77,0.24,0.12,0.35,0.14,0.39,0.00,0.00,0.02,0.00,0.17,111,114,55,52,185,305,39.86,5.42,28.76,28.19,71.97,10.74,115887.27,273801.52,196914.96,113571.51,138776.86,128068.33,336253.26,363249.88,298230.57,130499.11,142710.47,194859.01,1028392.49,332468.57,283384.62,640726.22,920593.50,966731.43,115887.27,275048.60,243872.28,123696.62,110981.10,117426.45,351065.96,560558.79,350860.65,135298.20,122647.33,203214.08,1197495.29,373085.01,391616.25,962174.73,997292.40,1171415.66,243872.28,117426.45,351065.96,135298.20,391616.25,997292.40
P67603,UPF0267 protein yqfB OS=Escherichia coli (strain K12) GN=yqfB PE=1 SV=1,yqfB,11879.8891,4,112.98,1.06,1.43,1.19,1.22,1.10,0.34,0.21,0.99,0.05,0.81,480,384,669,462,517,304,13.33,23.89,39.95,7.58,16.80,2.71,453237.27,431320.81,446259.97,360095.54,762117.86,678860.77,588226.82,166290.49,431691.93,523549.52,602166.66,447801.59,311865.59,418210.33,367759.47,283413.78,407843.28,346058.05,453237.27,433285.35,552677.35,392198.73,609472.50,622450.62,614139.52,256615.62,507874.53,542802.99,517510.28,467002.20,363146.93,469301.53,508215.96,425600.78,441822.59,419328.27,453237.27,609472.50,507874.53,517510.28,469301.53,425600.78
P0AGG8,Protein tldD OS=Escherichia coli (strain K12) GN=tldD PE=1 SV=1,tldD,51314.11743,4,380.16,0.61,0.61,0.64,0.64,0.70,0.00,0.00,0.02,0.01,0.03,267,200,276,234,318,294,4.10,10.06,7.32,11.54,11.24,4.79,967361.60,921046.83,719836.81,845683.84,962715.75,1005813.32,926322.83,628762.95,932449.13,857787.04,1120012.05,1067286.17,1087551.69,926679.88,765259.86,935065.78,1396563.18,1269212.62,967361.60,925241.92,891492.69,921078.12,769892.44,922234.95,967129.41,970292.41,1097002.58,889332.05,962553.70,1113048.73,1266382.28,1039888.89,1057531.63,1404182.68,1512917.31,1537940.62,925241.92,921078.12,970292.41,962553.70,1057531.63,1512917.31
P0AGB6,RNA polymerase sigma-E factor OS=Escherichia coli (strain K12) GN=rpoE PE=1 SV=1,rpoE,21664.26101,4,302.86,0.72,0.90,1.00,1.13,0.72,0.01,0.06,0.96,0.10,0.03,308,303,397,408,321,287,0.82,5.48,24.57,4.24,11.27,2.62,687895.97,675577.16,547287.50,720707.60,1054573.78,954512.81,686096.40,764752.40,796182.80,1051939.61,1241030.83,962726.86,584214.18,720305.31,477086.65,611737.76,893488.14,775876.46,687895.97,678654.22,677796.41,784960.02,843352.13,875197.27,716320.47,1180148.18,936688.73,1090624.55,1066558.90,1004006.18,680278.92,808302.32,659297.90,918642.93,967928.76,940151.32,678654.22,843352.13,936688.73,1066558.90,680278.92,940151.32
P36680,UPF0289 protein yacF OS=Escherichia coli (strain K12) GN=yacF PE=3 SV=2,yacF,28255.84769,4,304.9,0.89,1.38,0.96,1.23,1.15,0.18,0.00,0.52,0.29,0.58,370,286,594,429,496,280,15.20,6.48,1.28,14.99,10.26,5.00,901001.63,660002.36,658378.34,1237026.13,1479887.45,1376842.18,845007.81,568850.60,764417.54,864860.79,1406860.69,1076597.76,912658.01,936864.63,636810.41,607327.17,845901.94,821669.59,901001.63,663008.47,815378.53,1347309.30,1183479.29,1262433.04,882232.28,877837.06,899317.71,896665.93,1209075.35,1122759.57,1062730.11,1051317.88,880024.14,912019.57,916377.93,995640.15,815378.53,1262433.04,882232.28,1122759.57,1051317.88,916377.93
P63228,"D,D-heptose 1,7-bisphosphate phosphatase OS=Escherichia coli (strain K12) GN=gmhB PE=1 SV=1",gmhB,21262.52226,4,220.23,0.67,0.58,0.98,0.58,0.85,0.03,0.01,0.86,0.03,0.53,276,286,248,202,365,277,1.94,13.59,16.51,13.20,12.68,14.69,433969.03,434354.03,339789.26,308226.99,470999.79,479084.33,605348.41,480874.27,452517.14,363365.80,539528.18,352210.08,539065.66,492955.14,352246.64,337525.65,621440.23,534025.21,433969.03,436332.39,420817.11,335706.00,376662.77,439274.66,632015.35,742074.03,532374.86,376728.53,463677.91,367311.96,627706.44,553177.63,486778.39,506860.24,673215.29,647093.36,433969.03,376662.77,632015.35,376728.53,553177.63,647093.36
P0A759,Glucosamine-6-phosphate deaminase OS=Escherichia coli (strain K12) GN=nagB PE=1 SV=1,nagB,29737.06131,4,143.18,1.65,1.75,0.63,0.64,1.67,0.00,0.00,0.02,0.00,0.00,667,181,734,217,701,272,7.75,4.83,7.46,1.38,9.27,6.30,1456826.06,1464240.82,1347730.73,1432296.26,2098681.55,1673352.25,534451.51,401566.45,457130.60,559227.79,660928.20,541621.54,1276499.82,1277440.29,1232341.51,535268.76,834174.03,736054.37,1456826.06,1470910.00,1669117.32,1559988.13,1678334.49,1534304.51,557995.28,619688.04,537802.47,579793.32,568010.75,564844.92,1486399.92,1433500.39,1703003.38,803809.89,903672.93,891897.78,1470910.00,1559988.13,557995.28,568010.75,1486399.92,891897.78
P0AGG2,Acyl-CoA thioesterase 2 OS=Escherichia coli (strain K12) GN=tesB PE=1 SV=2,tesB,31928.35792,4,165.42,0.56,0.51,0.44,0.36,0.67,0.00,0.00,0.01,0.00,0.04,224,127,215,121,282,271,5.11,3.04,15.90,7.18,17.23,12.29,525103.69,526939.50,464430.76,448928.51,580254.71,534179.23,514306.75,273331.30,343269.04,308605.69,429360.84,326314.83,720945.18,571463.87,449377.31,633830.51,844678.17,944760.22,525103.69,529339.56,575181.23,488951.32,464034.91,489791.44,536963.10,421798.53,403847.25,319954.62,368998.59,340306.39,839493.16,641277.47,621005.68,951819.47,915052.21,1144792.53,529339.56,488951.32,421798.53,340306.39,641277.47,951819.47
P10100,Rare lipoprotein A OS=Escherichia coli (strain K12) GN=rlpA PE=1 SV=1,rlpA,37486.83992,4,253.2,0.72,0.67,0.90,0.82,0.63,0.01,0.00,0.62,0.05,0.00,272,243,263,263,249,256,4.19,6.61,15.88,7.68,4.59,5.85,514473.28,515380.38,387272.81,442422.90,535319.35,524001.42,580062.81,525558.01,547897.39,568341.01,678602.60,640234.24,373585.19,404185.17,344938.68,527111.06,659137.71,593483.82,514473.28,517727.78,479623.82,481865.72,428099.69,480459.36,605615.87,811028.93,644587.28,589241.68,583200.37,667685.88,435015.34,453562.96,476679.34,791559.52,714053.51,719141.03,514473.28,480459.36,644587.28,589241.68,453562.96,719141.03
P76193,"Probable L,D-transpeptidase YnhG OS=Escherichia coli (strain K12) GN=ynhG PE=1 SV=1",ynhG,36041.90682,4,270.72,0.07,0.05,0.33,0.22,0.52,0.04,0.00,0.01,0.03,0.06,26,89,18,70,203,251,129.34,6.48,13.93,74.21,48.74,16.31,21415.74,417668.14,52760.82,39752.66,61254.61,48779.51,292390.26,252782.38,266263.23,69640.47,483909.13,202186.81,498226.86,168744.87,355573.31,506406.62,869003.17,873426.32,21415.74,419570.50,65342.43,43296.68,48985.86,44726.16,305270.69,390087.90,313251.89,72201.49,415878.14,210856.07,580152.35,189359.80,491375.60,760467.79,941403.84,1058355.23,65342.43,44726.16,313251.89,210856.07,491375.60,941403.84
P64483,Uncharacterized protein yeaK OS=Escherichia coli (strain K12) GN=yeaK PE=4 SV=1,yeaK,17821.38202,4,252.79,0.85,0.61,1.56,0.63,0.71,0.97,0.01,0.07,0.04,0.04,314,409,231,196,270,248,60.14,13.19,18.31,19.12,12.13,12.67,406706.62,591362.61,1027954.49,450833.12,473170.13,460205.54,1274681.33,600353.17,920805.02,424159.15,451630.15,537466.95,479377.74,390421.73,355675.63,398235.81,712769.61,574927.17,406706.62,594056.09,1273085.65,491025.73,378398.40,421964.61,1330833.87,926451.09,1083303.59,439757.55,388137.14,560512.19,558203.79,438118.09,491516.99,598028.32,772153.74,696655.41,594056.09,421964.61,1083303.59,439757.55,491516.99,696655.41
P08179,Phosphoribosylglycinamide formyltransferase OS=Escherichia coli (strain K12) GN=purN PE=1 SV=1,purN,23205.81467,4,252.03,0.15,0.20,0.55,1.49,0.23,0.00,0.00,0.33,0.14,0.00,56,145,75,459,88,247,30.06,52.96,62.50,21.02,8.38,4.83,137003.64,73201.62,85807.85,127371.97,171415.32,44756.71,367755.13,133926.78,643085.67,993986.24,1203050.71,668418.35,120524.78,146707.26,116154.56,451181.76,639804.09,612946.19,137003.64,73535.03,106270.01,138727.42,137082.37,41037.64,383955.56,206672.70,756573.86,1030539.96,1033918.27,697078.46,140343.17,164629.93,160516.87,677536.94,693109.13,742724.14,106270.01,137082.37,383955.56,1030539.96,160516.87,693109.13
P0A729,Maf-like protein yceF OS=Escherichia coli (strain K12) GN=yceF PE=3 SV=1,yceF,21659.17378,4,317.96,0.46,0.12,0.85,0.28,0.60,0.09,0.00,0.63,0.00,0.10,159,209,42,80,216,233,60.61,15.76,23.97,17.41,36.58,7.13,126624.93,437680.84,182200.66,67778.37,69868.68,63044.82,351180.50,372199.56,353863.74,114619.74,157739.81,160127.06,406252.18,212358.30,212900.77,356400.68,429362.02,405168.17,126624.93,439674.35,225649.14,73820.93,55874.61,57806.09,366650.77,574369.73,416311.65,118834.86,135563.75,166992.90,473053.89,238301.32,294212.86,535204.77,465134.16,490953.66,225649.14,57806.09,416311.65,135563.75,294212.86,490953.66
P0A7I7,GTP cyclohydrolase-2 OS=Escherichia coli (strain K12) GN=ribA PE=1 SV=1,ribA,21804.17238,4,219.49,1.02,1.22,0.82,0.83,0.93,0.90,0.03,0.45,0.04,0.90,339,196,422,234,323,225,4.58,13.61,50.34,9.56,10.37,1.03,719408.76,691982.90,530225.47,722855.80,1042340.04,1105373.24,678612.06,143060.35,478405.71,548197.53,581972.36,580465.77,547202.07,675664.81,460255.26,449613.26,631727.66,568625.36,719408.76,695134.68,656665.69,787299.74,833568.69,1013521.90,708506.42,220767.41,562832.09,568357.42,500155.02,605354.69,637180.75,758208.25,636038.19,675181.54,684359.81,689019.33,695134.68,833568.69,562832.09,568357.42,637180.75,684359.81
P0AC84,Hydroxyacylglutathione hydrolase OS=Escherichia coli (strain K12) GN=gloB PE=1 SV=1,gloB,28398.34858,4,225.14,0.75,0.56,0.90,0.63,0.83,0.04,0.00,0.30,0.03,0.55,238,204,187,170,274,215,18.54,7.70,8.04,25.42,33.96,9.70,282229.70,407612.86,303683.45,238305.54,378772.65,309621.51,431033.00,267593.27,412383.14,232257.64,371151.75,387499.69,560429.14,370865.39,251058.37,322670.93,535351.64,414900.61,282229.70,409469.42,376101.32,259550.92,302907.89,283893.41,450020.96,412943.74,485158.23,240798.89,318972.90,404114.70,652582.80,416172.63,346943.80,484553.00,579954.26,502746.73,376101.32,283893.41,450020.96,318972.90,416172.63,502746.73
P76187,Oxidoreductase YdhF OS=Escherichia coli (strain K12) GN=ydhF PE=1 SV=2,ydhF,33636.33205,4,259.78,0.91,0.55,0.77,0.63,1.07,0.22,0.00,0.26,0.00,0.51,290,176,181,169,354,214,21.50,17.43,32.54,9.55,27.72,3.75,588224.48,863996.89,718387.35,443722.28,653976.71,728600.74,792765.25,271124.00,628136.29,580699.60,712868.25,491513.62,1228734.85,909402.54,605903.43,653314.31,880328.46,751392.68,588224.48,867932.14,889697.59,483280.95,522991.05,668057.43,827688.32,418392.28,738986.30,602054.75,612648.74,512588.50,1430780.76,1020500.85,837313.01,981078.17,953672.69,910483.64,867932.14,522991.05,738986.30,602054.75,1020500.85,953672.69
P0ABQ4,Dihydrofolate reductase OS=Escherichia coli (strain K12) GN=folA PE=1 SV=1,folA,17969.89353,4,163.11,1.22,1.23,1.10,1.11,1.25,0.13,0.03,0.97,0.38,0.09,387,249,404,296,412,214,9.94,2.85,12.35,8.09,8.47,8.37,490033.40,425071.24,327597.85,414304.75,536492.79,469332.77,300815.32,249606.74,338166.57,358074.82,504334.85,372101.10,351080.17,430576.58,316531.60,233331.56,322424.03,332694.36,490033.40,427007.31,405718.47,451240.79,429038.10,430333.42,314066.90,385187.34,397844.33,371242.98,433432.28,388055.87,408809.72,483178.51,437422.89,350392.60,349286.66,403135.12,427007.31,430333.42,385187.34,388055.87,437422.89,350392.60
P77756,7-cyano-7-deazaguanine synthase OS=Escherichia coli (strain K12) GN=queC PE=1 SV=1,queC,25479.74638,4,222.26,1.27,0.87,1.12,0.93,1.21,0.13,0.12,0.97,0.27,0.08,398,250,282,246,396,212,9.69,17.19,20.18,7.65,1.00,9.44,752946.09,789475.57,528832.98,518364.95,644273.50,435674.28,635972.01,311453.98,612524.54,533454.99,583701.90,560369.18,615572.36,642791.97,528894.11,446716.46,515240.18,491181.01,752946.09,793071.40,654941.13,564578.15,515231.30,399471.78,663987.98,480628.56,720619.48,553072.73,501641.41,584396.41,716793.45,721319.46,730891.92,670831.42,558167.22,595177.84,752946.09,515231.30,663987.98,553072.73,721319.46,595177.84
P0AAT9,Uncharacterized protein ybeL OS=Escherichia coli (strain K12) GN=ybeL PE=4 SV=1,ybeL,18767.35743,4,144.29,0.28,0.19,0.37,0.28,0.50,0.01,0.00,0.00,0.00,0.29,86,83,61,73,164,211,43.33,14.00,10.36,7.54,61.85,13.67,91867.23,225542.93,120696.94,80067.12,144564.29,110847.22,193947.45,108662.21,171037.15,135111.20,174060.06,156021.29,601176.65,225022.22,197539.31,361549.26,440409.85,517286.58,91867.23,226570.22,149478.94,87205.25,115609.36,101636.33,202491.26,167685.01,201220.84,140079.90,149589.60,162711.09,700030.60,252512.35,272984.48,542936.35,477102.43,626810.69,149478.94,101636.33,201220.84,149589.60,272984.48,542936.35
P0C0R7,Ribosomal RNA large subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rlmE PE=1 SV=1,rlmE,23302.1049,4,194.48,1.46,1.69,0.97,1.45,1.48,0.01,0.00,0.92,0.00,0.02,456,215,548,381,481,210,5.14,7.80,9.11,4.31,14.06,5.36,804497.97,726428.25,638759.46,841613.60,1285795.13,969726.26,500749.78,381014.81,418847.14,770656.81,914493.80,705578.04,595117.26,715293.29,665214.84,341653.98,499387.08,471280.12,804497.97,729736.92,791081.23,916645.01,1028261.92,889146.55,522808.92,587973.22,492762.96,798997.62,785928.50,735831.46,692974.83,802677.99,919276.93,513059.73,540993.32,571063.37,791081.23,916645.01,522808.92,785928.50,802677.99,540993.32
Q47150,Antitoxin DinJ OS=Escherichia coli (strain K12) GN=dinJ PE=1 SV=1,dinJ,9381.99717,4,326.8,0.92,0.82,1.14,0.89,0.92,0.24,0.02,0.99,0.07,0.60,280,248,258,227,293,205,8.47,3.58,23.78,5.42,16.35,8.20,276415.58,307841.13,264249.79,250325.29,363603.84,299231.40,395396.10,165831.98,325913.85,291067.00,317482.69,285959.98,240440.07,341686.75,224991.83,251153.74,310686.53,266240.82,276415.58,309243.26,327264.12,272642.25,290777.26,274366.67,412814.18,255908.07,383429.32,301770.95,272848.98,298221.23,279976.62,383429.34,310921.81,377156.07,336571.26,322611.49,309243.26,274366.67,383429.32,298221.23,310921.81,336571.26
P0ABI4,Magnesium transport protein CorA OS=Escherichia coli (strain K12) GN=corA PE=1 SV=1,corA,36548.54499,4,309.01,0.93,1.47,0.60,0.82,1.04,0.44,0.02,0.15,0.45,0.33,280,130,458,210,326,203,41.31,24.54,33.24,25.09,25.56,7.66,662090.68,308667.01,619719.28,840822.83,1814666.58,1141130.17,517979.26,279832.56,227588.78,756271.60,685209.30,458683.35,589715.25,660396.09,782358.86,419687.20,672277.77,589096.96,662090.68,310072.89,767500.63,915783.75,1451205.17,1046307.60,540797.39,431831.12,267752.39,784083.39,588878.26,478350.54,686684.55,741074.21,1081161.16,630241.75,728288.34,713825.35,662090.68,1046307.60,431831.12,588878.26,741074.21,713825.35
P64455,Uncharacterized protein ydcY OS=Escherichia coli (strain K12) GN=ydcY PE=4 SV=1,ydcY,8776.45239,4,143.64,1.06,1.12,1.42,0.84,1.21,0.42,0.40,0.10,0.05,0.41,287,274,313,191,340,182,65.83,7.32,9.98,10.25,14.30,9.45,302955.98,50835.46,219492.91,283837.70,357458.17,291352.92,348136.98,251911.88,270688.35,181822.32,249530.33,222039.53,216647.89,275886.83,243115.32,167792.33,274677.77,210847.68,302955.98,51067.00,271834.28,309142.36,285862.51,267142.86,363473.18,388744.58,318457.93,188508.82,214449.79,231560.03,252272.19,309590.89,335967.10,251972.73,297562.44,255490.07,271834.28,285862.51,363473.18,214449.79,309590.89,255490.07
P0C079,Antitoxin RelB OS=Escherichia coli (strain K12) GN=relB PE=1 SV=1,relB,9047.79287,4,89.91,0.90,1.16,0.98,0.96,1.09,0.31,0.01,0.97,0.46,0.36,240,185,320,214,300,179,11.47,2.62,18.54,17.51,11.20,5.43,265545.32,277160.82,179646.06,313391.78,423810.36,387874.31,221567.83,218406.30,244120.70,201427.98,341474.17,269655.89,274209.35,310767.83,201428.44,196346.91,271306.33,220790.83,265545.32,278423.20,222485.35,341331.23,338924.95,355643.77,231328.38,337039.55,287201.77,208835.47,293467.58,281218.06,319298.72,348733.18,278358.97,294852.97,293910.11,267538.46,265545.32,341331.23,287201.77,281218.06,319298.72,293910.11
P39315,Quinone oxidoreductase 2 OS=Escherichia coli (strain K12) GN=qorB PE=1 SV=1,qorB,29697.29065,4,170.13,0.33,0.42,0.49,0.65,0.30,0.01,0.47,0.12,0.63,0.00,80,84,104,133,75,163,23.91,101.84,21.91,106.60,9.28,26.74,192957.41,291152.90,163725.25,136985.31,1318730.91,277753.25,216709.32,193348.77,301121.68,385570.11,1503328.66,74941.15,163267.23,141360.18,132066.76,255983.06,610337.15,505677.51,192957.41,292479.02,202767.99,149197.80,1054600.96,254673.25,226255.85,298371.33,354261.96,399749.40,1291981.25,78154.44,190113.93,158629.62,182506.34,384408.22,661187.16,612743.66,202767.99,254673.25,298371.33,399749.40,182506.34,612743.66
P34209,Protein ydcF OS=Escherichia coli (strain K12) GN=ydcF PE=1 SV=3,ydcF,29668.99626,4,177.97,0.54,0.37,0.94,1.06,0.52,0.35,0.01,0.97,0.81,0.06,130,162,93,216,131,163,40.52,22.06,37.45,41.68,12.83,31.40,243868.20,467680.88,199044.71,192686.72,167895.43,185634.06,411238.67,171620.40,496319.75,271845.99,798462.69,467261.22,242894.39,213569.76,159781.11,189454.27,508970.14,378822.27,243868.20,469811.03,246509.90,209865.09,134267.48,170208.74,429354.64,264840.62,583907.51,281843.09,686209.77,487296.22,282834.51,239660.78,220805.49,284502.34,551374.80,459029.60,246509.90,170208.74,429354.64,487296.22,239660.78,459029.60
P0AGL7,Ribosomal RNA small subunit methyltransferase E OS=Escherichia coli (strain K12) GN=rsmE PE=1 SV=1,rsmE,26943.02532,4,345.79,0.82,1.17,1.16,1.12,0.67,0.06,0.06,0.25,0.25,0.01,193,194,285,221,164,158,3.52,12.41,6.80,15.77,11.79,1.79,452880.63,423712.41,344854.86,651087.14,695705.13,664568.52,517930.63,398495.74,512544.18,559880.12,592294.66,666420.05,299140.86,336360.54,215578.54,348376.95,466838.84,428899.35,452880.63,425642.29,427090.67,709132.76,556361.65,609345.99,540746.62,614949.39,602995.13,580469.64,509026.14,694994.48,348329.81,377452.45,297913.34,523155.58,505733.34,519709.40,427090.67,609345.99,602995.13,580469.64,348329.81,519709.40
P0A8W0,Transcriptional regulator nanR OS=Escherichia coli (strain K12) GN=nanR PE=3 SV=1,nanR,29488.0806,4,232.03,0.92,1.01,0.99,0.98,0.95,0.30,0.82,0.61,0.69,0.69,216,166,247,194,231,158,7.09,10.81,10.75,3.24,12.49,5.52,479065.63,434059.66,405361.79,513737.08,659186.86,492462.35,409001.66,336668.13,438558.37,492301.35,608547.14,470166.08,488025.98,437850.09,321433.01,328728.21,479588.52,454854.03,479065.63,436036.67,502026.39,559537.69,527157.66,451541.04,427019.09,519538.46,515952.72,510405.67,522993.75,490325.63,568274.09,491340.60,444196.28,493649.19,519545.25,551159.42,479065.63,527157.66,515952.72,510405.67,491340.60,519545.25
P0A720,Thymidylate kinase OS=Escherichia coli (strain K12) GN=tmk PE=1 SV=1,tmk,23750.43554,4,220.89,0.88,0.48,0.91,0.97,0.93,0.18,0.00,0.46,0.69,0.27,199,146,112,185,218,152,12.62,4.96,5.87,17.68,14.27,4.01,472669.79,516393.90,324888.99,235951.86,346734.78,275956.78,463627.83,315441.32,455946.37,666165.34,593266.88,499121.06,344032.53,474082.28,359341.19,376654.62,493386.60,432298.51,472669.79,518745.93,402363.64,256987.41,277286.92,253026.07,484051.66,486781.73,536409.25,690663.48,509861.69,520522.12,400603.21,531999.14,496582.53,565619.98,534492.92,523828.26,472669.79,256987.41,486781.73,520522.12,496582.53,534492.92
P0A8D0,Transcriptional repressor NrdR OS=Escherichia coli (strain K12) GN=nrdR PE=1 SV=1,nrdR,17199.80889,4,159.73,0.82,0.82,0.87,0.85,0.79,0.04,0.03,0.16,0.25,0.06,183,139,191,161,185,151,1.29,7.19,9.62,19.83,15.15,6.48,286311.47,288427.90,237210.96,295072.33,350457.04,316980.49,249892.37,199768.27,264536.32,242111.07,352060.66,357682.47,269301.38,250911.14,167040.36,236650.13,315686.73,319873.74,286311.47,289741.61,293777.47,321378.57,280263.64,290640.90,260900.68,308277.76,311220.22,251014.67,302565.76,373019.00,313583.71,281564.01,230837.23,355376.08,341988.05,387600.01,289741.61,290640.90,308277.76,302565.76,281564.01,355376.08
P0A7A5,Protein-L-isoaspartate O-methyltransferase OS=Escherichia coli (strain K12) GN=pcm PE=1 SV=2,pcm,23225.31917,4,263.53,0.88,1.00,1.13,0.82,1.16,0.13,0.90,0.60,0.24,0.06,194,179,230,153,268,149,5.22,5.95,13.82,13.03,5.52,3.44,376591.09,367061.33,275065.87,407639.13,525297.16,429791.21,367228.18,326034.49,404406.23,333160.26,396626.50,409205.21,404160.67,467347.63,354066.19,280274.61,369153.52,352573.50,376591.09,368733.18,340659.45,443980.92,420084.86,394077.57,383405.39,503128.87,475773.60,345412.19,340866.24,426750.90,470618.46,524441.74,489292.87,420886.71,399909.40,427223.22,368733.18,420084.86,475773.60,345412.19,489292.87,420886.71
P32680,Uncharacterized protein yjaG OS=Escherichia coli (strain K12) GN=yjaG PE=4 SV=1,yjaG,22580.06443,4,343.89,1.29,1.51,1.24,1.06,1.12,0.48,0.21,0.97,0.78,0.88,275,188,333,190,248,143,7.78,7.45,39.49,17.95,46.72,53.19,608367.60,562727.11,420261.40,678764.26,805335.23,721005.63,517865.95,178314.00,553127.36,573240.65,494563.95,444442.67,421676.08,194600.95,453768.47,509022.69,403994.66,210112.96,608367.60,565290.17,520479.03,739277.35,644033.82,661093.44,540679.09,275170.03,650740.21,594321.50,425035.03,463499.26,491014.00,218374.62,627073.93,764396.32,437653.32,254599.78,565290.17,661093.44,540679.09,463499.26,491014.00,437653.32
P0ADA1,Acyl-CoA thioesterase I OS=Escherichia coli (strain K12) GN=tesA PE=1 SV=1,tesA,23589.14381,4,215.66,0.65,0.37,1.16,0.62,0.47,0.01,0.00,0.59,0.00,0.01,135,174,80,109,102,141,19.81,4.03,11.02,8.66,27.28,4.01,218317.00,323146.99,242294.62,167251.85,214136.94,184382.70,425334.31,349156.44,461948.66,273085.05,332553.09,315785.02,276416.44,194249.60,142339.41,327833.55,421416.39,382791.31,218317.00,324618.83,300073.41,182162.66,171247.24,169061.36,444071.23,538810.12,543470.80,283127.71,285800.68,329325.09,321868.73,217980.35,196702.37,492305.67,456526.53,463838.99,300073.41,171247.24,538810.12,285800.68,217980.35,463838.99
