# Generated by Mia G and Nora V on Nov 8 2024 based on Gupta et al 2024 carbon limited growth conditions 
# Table S1 https://doi.org/10.1038/s41467-024-49920-8
# The following uniprot ids were manually identified as they resulted in no ecocyc monomer if found through API
# {'P06710':'EG10245-MONOMER', 'P32132':'EG11837-MONOMER', 'P75960':'G6577-MONOMER'}
monomer_id	uniprot_id	half_life (units.min)	notes	assignment
GABATRANSAM-MONOMER	P22256	610.063815	consistent	C-lim12_1
PEPCARBOXYKIN-MONOMER	P22259	658.6646826	consistent	C-lim12_1
EG10618-MONOMER	P22523	498.59375543999994	consistent	C-lim12_1
LIVM-MONOMER	P22729	690.8432148	consistent	C-lim12_1
MGLC-MONOMER	P23200	727.8167106	consistent	C-lim12_1
EG10564-MONOMER	P23256	696.2879496	consistent	C-lim12_1
EG11201-MONOMER	P23305	183.61598016000002	consistent	C-lim12_1
TDK-MONOMER	P23331	642.0163722	consistent	C-lim12_1
EG11281-MONOMER	P23367	583.69873668	consistent	C-lim12_1
KDGALDOL-MONOMER	P23522	626.0270652	consistent	C-lim12_1
PEPSYNTH-MONOMER	P23538	647.6931234	consistent	C-lim12_1
EG10255-MONOMER	P23827	595.0485050999999	consistent	C-lim12_1
PHOP-MONOMER	P23836	564.85187544	consistent	C-lim12_1
PHOQ-MONOMER	P23837	665.7597317999999	consistent	C-lim12_1
OPPA-MONOMER	P23843	841.8474798	consistent	C-lim12_1
CYSN-MONOMER	P23845	134.40387726	consistent	C-lim12_1
DPPA-MONOMER	P23847	938.9546207999999	consistent	C-lim12_1
EG10760-MONOMER	P23865	701.4546197999999	consistent	C-lim12_1
EG10758-MONOMER	P23869	632.691837	consistent	C-lim12_1
EG10443-MONOMER	P23874	654.2834075999999	consistent	C-lim12_1
ALDHDEHYDROG-MONOMER	P23883	221.74613094	consistent	C-lim12_1
GSAAMINOTRANS-MONOMER	P23893	734.440977	consistent	C-lim12_1
EG10462-MONOMER	P23894	598.07784264	consistent	C-lim12_1
EG10625-MONOMER	P23909	610.7173566	consistent	C-lim12_1
EG10168-MONOMER	P23930	808.5601878	consistent	C-lim12_1
EG10212-MONOMER	P24171	610.528596	consistent	C-lim12_1
EG11147-MONOMER	P24178	640.4947284	consistent	C-lim12_1
BIOTIN-CARBOXYL-MONOMER	P24182	700.8264528000001	consistent	C-lim12_1
EG10487-MONOMER	P24193	582.9455877600001	consistent	C-lim12_1
EG10612-MONOMER	P24202	631.6443636	consistent	C-lim12_1
EG10021-MONOMER	P24203	526.33666086	consistent	C-lim12_1
EG10202-MONOMER	P24228	790.597365	consistent	C-lim12_1
EG10456-MONOMER	P24232	376.63037448	consistent	C-lim12_1
EG10087-MONOMER	P24242	508.54233762	consistent	C-lim12_1
EG11092-MONOMER	P24251	272.27805264	consistent	C-lim12_1
RPON-MONOMER	P24255	504.07187616000004	consistent	C-lim12_1
EG11296-MONOMER	P24554	589.11376206	consistent	C-lim12_1
ACONITASE-MONOMER	P25516	620.9067798	consistent	C-lim12_1
EG10437-MONOMER	P25519	380.18153718	consistent	C-lim12_1
OCTAPRENYL-METHOXYPHENOL-OH-MONOMER	P25534	418.81015890000003	consistent	C-lim12_1
EG11298-MONOMER	P25536	549.42701214	consistent	C-lim12_1
RIBOFLAVINSYNDEAM-MONOMER	P25539	624.8565516	consistent	C-lim12_1
PPPGPPHYDRO-MONOMER	P25552	590.1172881	consistent	C-lim12_1
HOMOCYSMET-MONOMER	P25665	428.45193215999996	consistent	C-lim12_1
EG11188-MONOMER	P25666	664.42692	consistent	C-lim12_1
EG11340-MONOMER	P25741	704.6573274	consistent	C-lim12_1
EG11341-MONOMER	P25742	720.0798672	consistent	C-lim12_1
EG11344-MONOMER	P25745	697.951887	consistent	C-lim12_1
EG11290-MONOMER	P25747	673.1258819999999	consistent	C-lim12_1
NACMURLALAAMI2-MONOMER	P26365	354.32943954	consistent	C-lim12_1
ALPHA-AMYL-CYTO-MONOMER	P26612	752.7827814	consistent	C-lim12_1
MALIC-NAD-MONOMER	P26616	656.6344482	consistent	C-lim12_1
EG11376-MONOMER	P26648	673.6307634	consistent	C-lim12_1
EG11352-MONOMER	P27128	668.5894986000001	consistent	C-lim12_1
EG11353-MONOMER	P27129	633.9843972	consistent	C-lim12_1
EG11432-MONOMER	P27238	503.12230542	consistent	C-lim12_1
EG11425-MONOMER	P27240	636.0712236	consistent	C-lim12_1
EG11426-MONOMER	P27241	122.77697304	consistent	C-lim12_1
EG11437-MONOMER	P27247	729.0650574	consistent	C-lim12_1
GCVT-MONOMER	P27248	655.013367	consistent	C-lim12_1
PD04413	P27278	692.5095785999999	consistent	C-lim12_1
EG11430-MONOMER	P27431	652.0354560000001	consistent	C-lim12_1
EG10015-MONOMER	P27434	703.3641911999999	consistent	C-lim12_1
ACS-MONOMER	P27550	479.29697022	consistent	C-lim12_1
DTDPGLUCDEHYDRAT2-MONOMER	P27830	779.8092408	consistent	C-lim12_1
UDPMANACATRANS-MONOMER	P27836	804.2259456	consistent	C-lim12_1
EG11470-MONOMER	P27848	560.97541362	consistent	C-lim12_1
EG11481-MONOMER	P27859	543.48957396	consistent	C-lim12_1
NARQ-MONOMER	P27896	765.2872127999999	consistent	C-lim12_1
DCTP-DEAM-MONOMER	P28248	468.09539837999995	consistent	C-lim12_1
ADCLY-MONOMER	P28305	692.8225956	consistent	C-lim12_1
EG11494-MONOMER	P28306	830.1302292	consistent	C-lim12_1
EG11412-MONOMER	P28630	548.24941242	consistent	C-lim12_1
EG11503-MONOMER	P28634	585.18956262	consistent	C-lim12_1
METQ-MONOMER	P28635	718.7863326	consistent	C-lim12_1
RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER	P28903	187.52465130000002	consistent	C-lim12_1
TRE6PHYDRO-MONOMER	P28904	206.74335648000002	consistent	C-lim12_1
ALARACECAT-MONOMER	P29012	624.8841972	consistent	C-lim12_1
EG11529-MONOMER	P29131	583.47585186	consistent	C-lim12_1
EG11537-MONOMER	P29217	604.5078108	consistent	C-lim12_1
UROGENDECARBOX-MONOMER	P29680	557.6038178399999	consistent	C-lim12_1
EG11545-MONOMER	P29744	40.25772738	consistent	C-lim12_1
EG11549-MONOMER	P29745	609.3879186	consistent	C-lim12_1
QUINOPRIBOTRANS-MONOMER	P30011	529.11167712	consistent	C-lim12_1
3-ISOPROPYLMALDEHYDROG-MONOMER	P30125	593.79520704	consistent	C-lim12_1
LEUD-MONOMER	P30126	237.18028044000002	consistent	C-lim12_1
THIC-MONOMER	P30136	179.81429394	consistent	C-lim12_1
THIE-MONOMER	P30137	438.46705332000005	consistent	C-lim12_1
THIG-MONOMER	P30139	145.68126456	consistent	C-lim12_1
EG11595-MONOMER	P30745	138.2143488	consistent	C-lim12_1
EG11597-MONOMER	P30748	596.1786914400001	consistent	C-lim12_1
EG11598-MONOMER	P30749	513.27320148	consistent	C-lim12_1
BASR-MONOMER	P30843	585.50182638	consistent	C-lim12_1
BASS-MONOMER	P30844	716.4852648	consistent	C-lim12_1
EG11613-MONOMER	P30845	710.2026558	consistent	C-lim12_1
ARTJ-MONOMER	P30860	609.5801718	consistent	C-lim12_1
EG11603-MONOMER	P30871	685.3982844000001	consistent	C-lim12_1
MODF-MONOMER	P31060	572.3628258599999	consistent	C-lim12_1
EG11660-MONOMER	P31064	467.6086959	consistent	C-lim12_1
AAS-MONOMER	P31119	835.5894102	consistent	C-lim12_1
EG11600-MONOMER	P31142	598.0103508	consistent	C-lim12_1
EG11684-MONOMER	P31433	727.4750058	consistent	C-lim12_1
YICJ-MONOMER	P31435	564.16795908	consistent	C-lim12_1
EG11692-MONOMER	P31441	259.58544858	consistent	C-lim12_1
EG11713-MONOMER	P31455	728.443212	consistent	C-lim12_1
SFUC-MONOMER	P31548	673.5868686	consistent	C-lim12_1
SFUA-MONOMER	P31550	697.096596	consistent	C-lim12_1
EG11740-MONOMER	P31600	682.1133048	consistent	C-lim12_1
G7055-MONOMER	P31658	647.6565558	consistent	C-lim12_1
NARP-MONOMER	P31802	384.98543028	consistent	C-lim12_1
EG11759-MONOMER	P31808	643.171665	consistent	C-lim12_1
YDDA-MONOMER	P31826	734.7465108	consistent	C-lim12_1
EG11743-MONOMER	P31827	595.68872496	consistent	C-lim12_1
EG11744-MONOMER	P31828	648.6026796000001	consistent	C-lim12_1
HEMN-MONOMER	P32131	398.3441589	consistent	C-lim12_1
EG11839-MONOMER	P32134	273.59494908	consistent	C-lim12_1
EG11846-MONOMER	P32141	579.66287406	consistent	C-lim12_1
EG11849-MONOMER	P32144	677.621958	consistent	C-lim12_1
EG11870-MONOMER	P32157	553.17616056	consistent	C-lim12_1
EG11859-MONOMER	P32177	553.7345935200001	consistent	C-lim12_1
GPH-MONOMER	P32662	543.40596678	consistent	C-lim12_1
EG11702-MONOMER	P32664	693.3411930000001	consistent	C-lim12_1
EG11905-MONOMER	P32669	596.14998066	consistent	C-lim12_1
EG11921-MONOMER	P32684	395.41511838	consistent	C-lim12_1
EG11932-MONOMER	P32695	649.0528206	consistent	C-lim12_1
YJCE-MONOMER	P32703	755.4151722	consistent	C-lim12_1
YJCG-MONOMER	P32705	836.9875134	consistent	C-lim12_1
EG11891-MONOMER	P33011	703.504203	consistent	C-lim12_1
EG12033-MONOMER	P33025	414.02217540000004	consistent	C-lim12_1
EG12104-MONOMER	P33030	579.87075294	consistent	C-lim12_1
EG11807-MONOMER	P33219	380.62699926	consistent	C-lim12_1
GARTRANSFORMYL2-MONOMER	P33221	639.7667663999999	consistent	C-lim12_1
EG11899-MONOMER	P33228	467.3617713	consistent	C-lim12_1
L-LACTDEHYDROGFMN-MONOMER	P33232	338.78837472	consistent	C-lim12_1
EG11967-MONOMER	P33235	62.11703208	consistent	C-lim12_1
YEHX-MONOMER	P33360	505.54461168	consistent	C-lim12_1
YEHZ-MONOMER	P33362	671.1514962	consistent	C-lim12_1
EG12013-MONOMER	P33363	901.7092326	consistent	C-lim12_1
TRANSKETOII-MONOMER	P33570	675.9528048000001	consistent	C-lim12_1
NUOC-MONOMER	P33599	686.140398	consistent	C-lim12_1
EG11785-MONOMER	P33634	498.81526955999993	consistent	C-lim12_1
EG12098-MONOMER	P33643	654.734769	consistent	C-lim12_1
FEOB-MONOMER	P33650	103.00272696	consistent	C-lim12_1
EG11768-MONOMER	P33667	678.165984	consistent	C-lim12_1
YEJF-MONOMER	P33916	818.2497168	consistent	C-lim12_1
EG12045-MONOMER	P33919	484.71822906000006	consistent	C-lim12_1
EG11385-MONOMER	P35340	452.34067548	consistent	C-lim12_1
NACMURLALAAMI1-MONOMER	P36548	308.58339029999996	consistent	C-lim12_1
COBS-MONOMER	P36561	819.5292522	consistent	C-lim12_1
DMBPPRIBOSYLTRANS-MONOMER	P36562	488.69450688000006	consistent	C-lim12_1
ACONITATEDEHYDRB-MONOMER	P36683	440.51311764	consistent	C-lim12_1
EG12158-MONOMER	P36767	606.1054362	consistent	C-lim12_1
YADG-MONOMER	P36879	778.7428308	consistent	C-lim12_1
EG12163-MONOMER	P36929	772.1367743999999	consistent	C-lim12_1
PD00338	P36930	832.187166	consistent	C-lim12_1
PHOSPHOGLUCMUT-MONOMER	P36938	586.66434462	consistent	C-lim12_1
EG12401-MONOMER	P36979	147.55061028	consistent	C-lim12_1
EG12309-MONOMER	P37005	476.51043564	consistent	C-lim12_1
FORMYLTHFDEFORMYL-MONOMER	P37051	664.5241734	consistent	C-lim12_1
G7832-MONOMER	P37147	775.8313661999999	consistent	C-lim12_1
DPPF-MONOMER	P37313	706.7019564	consistent	C-lim12_1
G7218-MONOMER	P37326	630.8870736	consistent	C-lim12_1
MALSYNG-MONOMER	P37330	571.75029282	consistent	C-lim12_1
EG12386-MONOMER	P37338	322.67996034	consistent	C-lim12_1
EG12379-MONOMER	P37348	521.65449648	consistent	C-lim12_1
RIB5PISOMB-MONOMER	P37351	615.0420959999999	consistent	C-lim12_1
XYLF-MONOMER	P37387	555.59557902	consistent	C-lim12_1
EG12133-MONOMER	P37440	662.0720976	consistent	C-lim12_1
G7172-MONOMER	P37590	519.43463454	consistent	C-lim12_1
MONOMER0-147	P37610	342.08819489999996	consistent	C-lim12_1
EG12213-MONOMER	P37615	724.8415566	consistent	C-lim12_1
EG12221-MONOMER	P37623	500.0970534	consistent	C-lim12_1
EG12224-MONOMER	P37626	822.2110278	consistent	C-lim12_1
EG12234-MONOMER	P37634	653.4109962	consistent	C-lim12_1
EG12248-MONOMER	P37642	491.4346485	consistent	C-lim12_1
YHJE-MONOMER	P37643	159.11250629999998	consistent	C-lim12_1
EG12251-MONOMER	P37645	701.5366188	consistent	C-lim12_1
DEOXYGLUCONOKIN-MONOMER	P37647	675.9304026	consistent	C-lim12_1
EG12254-MONOMER	P37648	623.9562473999999	consistent	C-lim12_1
EG12257-MONOMER	P37650	718.4803266	consistent	C-lim12_1
EG12259-MONOMER	P37652	693.835857	consistent	C-lim12_1
EG12265-MONOMER	P37659	520.2495801599999	consistent	C-lim12_1
EG12267-MONOMER	P37661	482.74665144	consistent	C-lim12_1
MONOMER-43	P37666	548.3411937000001	consistent	C-lim12_1
ALDDEHYDROGB-MONOMER	P37685	472.96664502	consistent	C-lim12_1
EG12297-MONOMER	P37690	699.6832019999999	consistent	C-lim12_1
EG12298-MONOMER	P37691	728.4032106	consistent	C-lim12_1
EG12433-MONOMER	P37765	714.947736	consistent	C-lim12_1
EG12432-MONOMER	P37766	689.1619493999999	consistent	C-lim12_1
EG12308-MONOMER	P37767	384.59374842	consistent	C-lim12_1
KDUD-MONOMER	P37769	449.85340488	consistent	C-lim12_1
EG12198-MONOMER	P37794	495.57996360000004	consistent	C-lim12_1
G6359-MONOMER	P37902	690.3430146000001	consistent	C-lim12_1
G6699-MONOMER	P37903	662.5947204	consistent	C-lim12_1
ALPHACOMP-MONOMER	P38038	544.9112169	consistent	C-lim12_1
DIHYDROPTERIREDUCT-MONOMER	P38489	371.7027501	consistent	C-lim12_1
EG12372-MONOMER	P38506	679.8339252	consistent	C-lim12_1
TORR-MONOMER	P38684	580.22800614	consistent	C-lim12_1
G7682-MONOMER	P39099	612.9525983999999	consistent	C-lim12_1
EG20249-MONOMER	P39161	357.60045372	consistent	C-lim12_1
ZNUA-MONOMER	P39172	638.1297006	consistent	C-lim12_1
G6966-MONOMER	P39173	847.1659356	consistent	C-lim12_1
G7073-MONOMER	P39176	608.0332644	consistent	C-lim12_1
G7871-MONOMER	P39187	507.64789314000006	consistent	C-lim12_1
G7836-MONOMER	P39280	268.35855978	consistent	C-lim12_1
G7840-MONOMER	P39285	845.3054646	consistent	C-lim12_1
G7841-MONOMER	P39286	622.2007992	consistent	C-lim12_1
G7852-MONOMER	P39297	755.3851721999999	consistent	C-lim12_1
G7858-MONOMER	P39304	411.55751952	consistent	C-lim12_1
G7864-MONOMER	P39310	566.3744985	consistent	C-lim12_1
G7875-MONOMER	P39321	752.8773558	consistent	C-lim12_1
YTFQ-MONOMER	P39325	790.4187888	consistent	C-lim12_1
G7886-MONOMER	P39337	417.04239107999996	consistent	C-lim12_1
G7890-MONOMER	P39342	620.3386476000001	consistent	C-lim12_1
G7901-MONOMER	P39353	741.9268566000001	consistent	C-lim12_1
G7925-MONOMER	P39377	795.6097164	consistent	C-lim12_1
G7930-MONOMER	P39382	614.7249558	consistent	C-lim12_1
G7932-MONOMER	P39384	154.25112732	consistent	C-lim12_1
G7936-MONOMER	P39389	486.88679046000004	consistent	C-lim12_1
PGLYCEROLTRANSI-MONOMER	P39401	271.22603784	consistent	C-lim12_1
G7950-MONOMER	P39406	710.6620176	consistent	C-lim12_1
EG12342-MONOMER	P39410	669.8581121999999	consistent	C-lim12_1
NRDE-MONOMER	P39452	234.47022030000002	consistent	C-lim12_1
EG12345-MONOMER	P39831	683.5723812	consistent	C-lim12_1
EG12859-MONOMER	P40120	802.1807574000001	consistent	C-lim12_1
G6731-MONOMER	P41407	364.33592178	consistent	C-lim12_1
G6358-MONOMER	P41409	661.3181867999999	consistent	C-lim12_1
G7596-MONOMER	P42588	82.40402004	consistent	C-lim12_1
DIENOYLCOAREDUCT-MONOMER	P42593	666.2807292	consistent	C-lim12_1
G7606-MONOMER	P42599	628.4342657999999	consistent	C-lim12_1
ALTRODEHYDRAT-MONOMER	P42604	295.1453811	consistent	C-lim12_1
KETOBUTFORMLY-INACT-MONOMER	P42632	266.01079818	consistent	C-lim12_1
G7656-MONOMER	P42641	351.68225946	consistent	C-lim12_1
AGAB-MONOMER	P42909	431.40257874	consistent	C-lim12_1
EG12693-MONOMER	P43337	495.54695172	consistent	C-lim12_1
EG12702-MONOMER	P43340	624.4742123999999	consistent	C-lim12_1
EG12666-MONOMER	P43341	805.3934916	consistent	C-lim12_1
G6491-MONOMER	P43671	809.946156	consistent	C-lim12_1
UUP-MONOMER	P43672	688.9257156	consistent	C-lim12_1
NANK-MONOMER	P45425	559.15994406	consistent	C-lim12_1
G7642-MONOMER	P45464	715.992075	consistent	C-lim12_1
G7716-MONOMER	P45523	715.7629998	consistent	C-lim12_1
G7727-MONOMER	P45544	587.83066584	consistent	C-lim12_1
EG12866-MONOMER	P45577	432.25777062	consistent	C-lim12_1
EG12712-MONOMER	P45578	452.63766318	consistent	C-lim12_1
EG12692-MONOMER	P45579	616.1703228	consistent	C-lim12_1
G7698-MONOMER	P45748	560.72696814	consistent	C-lim12_1
G7740-MONOMER	P45799	634.2423912	consistent	C-lim12_1
EG12854-MONOMER	P45955	606.555486	consistent	C-lim12_1
G7668-MONOMER	P46022	699.2475858	consistent	C-lim12_1
EG12709-MONOMER	P46125	670.522668	consistent	C-lim12_1
EG12875-MONOMER	P46130	739.1134320000001	consistent	C-lim12_1
G7690-MONOMER	P46474	788.1451632	consistent	C-lim12_1
G7750-MONOMER	P46849	750.8358959999999	consistent	C-lim12_1
G7751-MONOMER	P46850	193.4404311	consistent	C-lim12_1
G7758-MONOMER	P46854	659.950023	consistent	C-lim12_1
G6464-MONOMER	P46889	117.7059324	consistent	C-lim12_1
PD01896	P50456	600.8762142	consistent	C-lim12_1
G6646-MONOMER	P50457	278.74151934	consistent	C-lim12_1
G6661-MONOMER	P51981	561.05842512	consistent	C-lim12_1
G7025-MONOMER	P52007	327.47915898	consistent	C-lim12_1
G7531-MONOMER	P52062	555.00755382	consistent	C-lim12_1
G7575-MONOMER	P52076	728.2764377999999	consistent	C-lim12_1
G6096-MONOMER	P52097	697.0312260000001	consistent	C-lim12_1
RSTA-MONOMER	P52108	465.23336454	consistent	C-lim12_1
G7416-MONOMER	P52598	555.8923299	consistent	C-lim12_1
DLACTDEHYDROGNAD-MONOMER	P52643	683.6079096	consistent	C-lim12_1
G6703-MONOMER	P52645	653.8007862000001	consistent	C-lim12_1
G6701-MONOMER	P52647	314.92891104	consistent	C-lim12_1
EG11247-MONOMER	P55135	550.7245881	consistent	C-lim12_1
G7800-MONOMER	P56258	727.4424264	consistent	C-lim12_1
EG11177-MONOMER	P60340	600.840432	consistent	C-lim12_1
EG11085-MONOMER	P60390	581.69876034	consistent	C-lim12_1
EG10866-MONOMER	P60438	755.5142262	consistent	C-lim12_1
CROBETREDUCT-MONOMER	P60584	506.45959662	consistent	C-lim12_1
GLUTAMIDOTRANS-MONOMER	P60595	660.1335948	consistent	C-lim12_1
AGMATIN-MONOMER	P60651	727.3422984	consistent	C-lim12_1
CYCLASE-MONOMER	P60664	578.0715018000001	consistent	C-lim12_1
EG11306-MONOMER	P60716	156.82661142	consistent	C-lim12_1
EG10867-MONOMER	P60723	707.0911596	consistent	C-lim12_1
ATPPHOSRIBOSTRANS-MONOMER	P60757	467.64577032	consistent	C-lim12_1
EG10529-MONOMER	P60785	644.5041792	consistent	C-lim12_1
HISS-MONOMER	P60906	657.2179728000001	consistent	C-lim12_1
G6465-MONOMER	P61316	561.52155606	consistent	C-lim12_1
EG11293-MONOMER	P61320	746.1601248	consistent	C-lim12_1
EG12319-MONOMER	P61517	554.28509982	consistent	C-lim12_1
MALATE-DEHASE-MONOMER	P61889	612.4966764000001	consistent	C-lim12_1
EG10868-MONOMER	P62399	643.4198712	consistent	C-lim12_1
EG10370-MONOMER	P62620	494.30079336	consistent	C-lim12_1
EG11081-MONOMER	P62623	320.65589028	consistent	C-lim12_1
EG10047-MONOMER	P62672	200.1320922	consistent	C-lim12_1
GPMA-MONOMER	P62707	634.3993608000001	consistent	C-lim12_1
EG12336-MONOMER	P62768	522.8632039199999	consistent	C-lim12_1
G7748-MONOMER	P63020	308.96453298	consistent	C-lim12_1
KUP-MONOMER	P63183	907.9095900000001	consistent	C-lim12_1
EG10157-MONOMER	P63284	713.9658714	consistent	C-lim12_1
MONOMER0-4519	P63284-2	670.5449742000001	consistent	C-lim12_2
YHES-MONOMER	P63389	392.18553041999996	consistent	C-lim12_1
G7650-MONOMER	P63417	627.7678716	consistent	C-lim12_1
G7458-MONOMER	P63883	585.2100881399999	consistent	C-lim12_1
G6674-MONOMER	P64423	701.3049983999999	consistent	C-lim12_1
G6742-MONOMER	P64451	657.9676956	consistent	C-lim12_1
G6815-MONOMER	P64463	341.40634242	consistent	C-lim12_1
G6973-MONOMER	P64483	525.0567598800001	consistent	C-lim12_1
G7139-MONOMER	P64534	556.44279252	consistent	C-lim12_1
G7200-MONOMER	P64540	302.65870362	consistent	C-lim12_1
G7443-MONOMER	P64554	436.26899693999997	consistent	C-lim12_1
G7612-MONOMER	P64581	609.9554448	consistent	C-lim12_1
G7613-MONOMER	P64585	701.2582758	consistent	C-lim12_1
G7644-MONOMER	P64596	703.694202	consistent	C-lim12_1
G7680-MONOMER	P64612	639.7256826	consistent	C-lim12_1
G7684-MONOMER	P64616	571.98537828	consistent	C-lim12_1
G7461-MONOMER	P65294	487.09161581999996	consistent	C-lim12_1
G7431-MONOMER	P65870	796.7146068	consistent	C-lim12_1
YRAO-MONOMER	P66817	667.069452	consistent	C-lim12_1
G7527-MONOMER	P67080	570.1509728999999	consistent	C-lim12_1
G7559-MONOMER	P67244	785.808522	consistent	C-lim12_1
G6843-MONOMER	P67553	192.63181914	consistent	C-lim12_1
G7648-MONOMER	P67762	864.723489	consistent	C-lim12_1
G7024-MONOMER	P67826	587.55941832	consistent	C-lim12_1
EG10838-MONOMER	P67910	692.6180394	consistent	C-lim12_1
EG11784-MONOMER	P68066	187.92195612	consistent	C-lim12_1
ATPE-MONOMER	P68699	756.8190089999999	consistent	C-lim12_1
EG10694-MONOMER	P68767	745.636089	consistent	C-lim12_1
EG10885-MONOMER	P68919	570.94813116	consistent	C-lim12_1
EG10504-MONOMER	P69222	530.50366254	consistent	C-lim12_1
EG12844-MONOMER	P69346	183.82331148	consistent	C-lim12_1
G7808-MONOMER	P69425	467.30286648000003	consistent	C-lim12_1
TATA	P69428	576.27371664	consistent	C-lim12_1
ACYLCOASYN-MONOMER	P69451	414.99949548	consistent	C-lim12_1
CRR-MONOMER	P69783	706.8800202	consistent	C-lim12_1
MANX-MONOMER	P69797	816.7536684	consistent	C-lim12_1
FRUB-MONOMER	P69811	786.3586176	consistent	C-lim12_1
YJFT-MONOMER	P69822	317.46188904	consistent	C-lim12_1
POTA-MONOMER	P69874	727.7592684	consistent	C-lim12_1
EG11447-MONOMER	P69913	518.0785098	consistent	C-lim12_1
FUCISOM-MONOMER	P69922	614.4304896	consistent	C-lim12_1
G7313-MONOMER	P69931	650.6381538	consistent	C-lim12_1
G6190-MONOMER	P75691	696.0200682	consistent	C-lim12_1
G6194-MONOMER	P75694	373.2580338	consistent	C-lim12_1
G6402-MONOMER	P75767	688.1278361999999	consistent	C-lim12_1
G6412-MONOMER	P75777	753.5058534	consistent	C-lim12_1
G6425-MONOMER	P75792	745.8998424	consistent	C-lim12_1
YLIA-MONOMER	P75796	384.86089524	consistent	C-lim12_1
YLIB-MONOMER	P75797	817.8293891999999	consistent	C-lim12_1
YLIC-MONOMER	P75798	734.9073084	consistent	C-lim12_1
G6442-MONOMER	P75809	420.64627236	consistent	C-lim12_1
G6450-MONOMER	P75818	816.4442424	consistent	C-lim12_1
LTAA-MONOMER	P75823	666.7026204	consistent	C-lim12_1
MACA	P75830	756.650127	consistent	C-lim12_1
MACB	P75831	756.1557522	consistent	C-lim12_1
G6468-MONOMER	P75838	632.1320675999999	consistent	C-lim12_1
G6475-MONOMER	P75849	630.4202160000001	consistent	C-lim12_1
G6487-MONOMER	P75863	640.2675396	consistent	C-lim12_1
G6501-MONOMER	P75876	682.4525172	consistent	C-lim12_1
G6539-MONOMER	P75913	676.8749004	consistent	C-lim12_1
G6560-MONOMER	P75931	673.2167105999999	consistent	C-lim12_1
G6564-MONOMER	P75946	594.65489442	consistent	C-lim12_1
G6569-MONOMER	P75952	300.94605078	consistent	C-lim12_1
G6571-MONOMER	P75954	276.97889136	consistent	C-lim12_1
G6583-MONOMER	P75968	671.0419002	consistent	C-lim12_1
G6589-MONOMER	P75974	617.3314115999999	consistent	C-lim12_1
G6602-MONOMER	P75989	280.00340345999996	consistent	C-lim12_1
G6617-MONOMER	P76004	673.315953	consistent	C-lim12_1
G6621-MONOMER	P76008	608.5167726	consistent	C-lim12_1
G6623-MONOMER	P76010	195.01558248	consistent	C-lim12_1
MONOMER0-1261	P76014	594.99172386	consistent	C-lim12_1
G6627-MONOMER	P76015	656.837379	consistent	C-lim12_1
OPPD-MONOMER	P76027	761.6287536	consistent	C-lim12_1
G6640-MONOMER	P76035	121.51097562	consistent	C-lim12_1
G6675-MONOMER	P76055	185.7558687	consistent	C-lim12_1
G6720-MONOMER	P76086	509.18784546	consistent	C-lim12_1
G6746-MONOMER	P76104	202.4160933	consistent	C-lim12_1
YDCS-MONOMER	P76108	841.6484382000001	consistent	C-lim12_1
G6759-MONOMER	P76112	610.0690751999999	consistent	C-lim12_1
G6760-MONOMER	P76113	662.4300078	consistent	C-lim12_1
G6762-MONOMER	P76115	858.9003054	consistent	C-lim12_1
G6763-MONOMER	P76116	778.3473984000001	consistent	C-lim12_1
YDDS-MONOMER	P76128	497.27540934	consistent	C-lim12_1
G6806-MONOMER	P76145	672.5183897999999	consistent	C-lim12_1
G6811-MONOMER	P76149	502.89588431999994	consistent	C-lim12_1
G6874-MONOMER	P76182	818.413362	consistent	C-lim12_1
G6905-MONOMER	P76194	578.5706838	consistent	C-lim12_1
G6931-MONOMER	P76208	844.4024856	consistent	C-lim12_1
SUCCGLUALDDEHYD-MONOMER	P76217	606.9207126	consistent	C-lim12_1
G6948-MONOMER	P76222	747.9839472	consistent	C-lim12_1
G6967-MONOMER	P76234	577.69432692	consistent	C-lim12_1
G6986-MONOMER	P76251	501.32371181999997	consistent	C-lim12_1
G7020-MONOMER	P76290	440.09679792000003	consistent	C-lim12_1
G7058-MONOMER	P76341	560.81644722	consistent	C-lim12_1
G7059-MONOMER	P76342	519.8845111200001	consistent	C-lim12_1
G7063-MONOMER	P76346	136.51376328	consistent	C-lim12_1
G7090-MONOMER	P76372	719.8477002	consistent	C-lim12_1
MDTA	P76397	750.6343092	consistent	C-lim12_1
G7117-MONOMER	P76402	702.6861419999999	consistent	C-lim12_1
G7118-MONOMER	P76403	370.66213902	consistent	C-lim12_1
G7122-MONOMER	P76406	682.5716213999999	consistent	C-lim12_1
G7123-MONOMER	P76407	568.4950749000001	consistent	C-lim12_1
G7148-MONOMER	P76446	637.8714786	consistent	C-lim12_1
G7158-MONOMER	P76469	436.98212567999997	consistent	C-lim12_1
G7169-MONOMER	P76472	441.83464884	consistent	C-lim12_1
G7211-MONOMER	P76502	111.53970426000001	consistent	C-lim12_1
G7213-MONOMER	P76503	813.8973503999999	consistent	C-lim12_1
G7216-MONOMER	P76506	857.4734376	consistent	C-lim12_1
G7229-MONOMER	P76513	626.1553206	consistent	C-lim12_1
MALIC-NADP-MONOMER	P76558	652.1487354000001	consistent	C-lim12_1
