monomer_id	degradation_rate(1/s)	half_life_(min)	degradation_rate_source
G6588-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6589-MONOMER	1.8713535051441438e-05	617.3314116	Gupta_et_al_MS_2024
G6590-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6591-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6592-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6593-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6594-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6595-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6597-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6598-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6600-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6601-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6602-MONOMER	4.125825924463362e-05	280.00340346	Gupta_et_al_MS_2024
G6603-MONOMER	4.5227723694794886e-05	255.42857490000003	Gupta_et_al_MS_2024
G6604-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6605-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6606-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6607-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6608-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6611-MONOMER	2.8166140612332976e-05	410.1539209200001	Gupta_et_al_MS_2024
G6612-MONOMER	0.00012864096514926911	89.80384277999998	Gupta_et_al_MS_2024
G6614-MONOMER	1.9086506777127963e-05	605.2680641999999	Gupta_et_al_MS_2024
G6615-MONOMER	1.9291856740272427e-05	598.8253575	Gupta_et_al_MS_2024
G6616-MONOMER	2.2859646030360042e-05	505.36447476	Gupta_et_al_MS_2024
G6617-MONOMER	1.7157551306871264e-05	673.315953	Gupta_et_al_MS_2024
G6618-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6619-MONOMER	2.5826478143914287e-05	447.31042866	Gupta_et_al_MS_2024
G6621-MONOMER	1.898460901902907e-05	608.5167726000001	Gupta_et_al_MS_2024
G6622-MONOMER	2.911425947238541e-05	396.79707533999994	Gupta_et_al_MS_2024
G6623-MONOMER	5.9238614998969086e-05	195.01558248	Gupta_et_al_MS_2024
G6624-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6625-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6627-MONOMER	1.758799571808842e-05	656.837379	Gupta_et_al_MS_2024
G6628-MONOMER	1.9310118811697758e-05	598.2590330999999	Gupta_et_al_MS_2024
G6629-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6630-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6631-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6633-MONOMER	2.5480242776329608e-05	453.38865531	Gupta_et_al_MS_2024
G6634-MONOMER	4.2694313618341164e-05	270.58528479000006	Gupta_et_al_MS_2024
G6635-MONOMER	1.4767097752186816e-05	782.3103228	Gupta_et_al_MS_2024
G6636-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6637-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6638-MONOMER	1.573204937986025e-05	734.3260073999999	Gupta_et_al_MS_2024
G6639-MONOMER	9.618400661209093e-05	120.10783722	Gupta_et_al_MS_2024
G6640-MONOMER	9.507332938762905e-05	121.51097561999998	Gupta_et_al_MS_2024
G6641-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6642-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6644-MONOMER	0.00019722608539373147	58.57467071999999	Gupta_et_al_MS_2024
G6645-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6646-MONOMER	4.14450385313467e-05	278.74151934	Gupta_et_al_MS_2024
G6647-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6651-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6652-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6653-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6654-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6655-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6657-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6658-MONOMER	2.3702342395468167e-05	487.39710264	Gupta_et_al_MS_2024
G6659-MONOMER	2.381926497354915e-05	485.004597	Gupta_et_al_MS_2024
G6660-MONOMER	1.6573232932993442e-05	697.054887	Gupta_et_al_MS_2024
G6661-MONOMER	2.059046347421227e-05	561.05842512	Gupta_et_al_MS_2024
G6662-MONOMER	2.0453995235796606e-05	564.8017844999999	Gupta_et_al_MS_2024
G6663-MONOMER	1.5600466971581964e-05	740.5196928	Gupta_et_al_MS_2024
G6664-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6665-MONOMER	1.877436914183353e-05	615.331089	Gupta_et_al_MS_2024
G6668-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6669-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6670-MONOMER	3.360972147562808e-05	343.72355682	Gupta_et_al_MS_2024
G6671-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6672-MONOMER	0.0001425657130876884	81.032478	Gupta_et_al_MS_2024
G6673-MONOMER	0.00010040925244084024	115.05367013999998	Gupta_et_al_MS_2024
G6674-MONOMER	1.6472794341533133e-05	701.3049983999998	Gupta_et_al_MS_2024
G6675-MONOMER	6.219159098542344e-05	185.7558687	Gupta_et_al_MS_2024
G6676-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6677-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6679-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6680-MONOMER	3.5146596643317704e-05	328.69336188000005	Gupta_et_al_MS_2024
G6681-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6682-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6683-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6684-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6685-MONOMER	0.00013567131389885303	85.15029948	Gupta_et_al_MS_2024
G6688-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6689-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6691-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6693-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6695-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6696-MONOMER	0.00010536411417353386	109.64314652999998	Gupta_et_al_MS_2024
G6697-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6698-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6699-MONOMER	1.7435172140155827e-05	662.5947204000001	Gupta_et_al_MS_2024
G6700-MONOMER	2.7901682258519377e-05	414.04145106000004	Gupta_et_al_MS_2024
G6701-MONOMER	3.66827325290091e-05	314.92891103999995	Gupta_et_al_MS_2024
G6702-MONOMER	1.717067443555178e-05	672.801354	Gupta_et_al_MS_2024
G6703-MONOMER	1.766968356902294e-05	653.8007862000001	Gupta_et_al_MS_2024
G6704-MONOMER	1.4820762154240722e-05	779.4776604	Gupta_et_al_MS_2024
G6705-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6706-MONOMER	0.00026595534067425596	43.4375673	Gupta_et_al_MS_2024
G6708-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6709-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6710-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6711-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6712-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6713-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6714-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6715-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6716-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6717-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6718-MONOMER	3.721218758761789e-05	310.44810204	Gupta_et_al_MS_2024
G6719-MONOMER	0.0001471213140818484	78.52331310000001	Gupta_et_al_MS_2024
G6720-MONOMER	2.268799837296969e-05	509.18784546	Gupta_et_al_MS_2024
G6721-MONOMER	1.6548724232701613e-05	698.08722696	Gupta_et_al_MS_2024
G6725-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6727-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6728-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6729-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6730-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6731-MONOMER	3.1708245931094976e-05	364.33592178	Gupta_et_al_MS_2024
G6732-MONOMER	1.4041661911908354e-05	822.7269024	Gupta_et_al_MS_2024
G6736-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6737-MONOMER	4.001012504804514e-05	288.73823802	Gupta_et_al_MS_2024
G6738-MONOMER	3.774766424638762e-05	306.04418154	Gupta_et_al_MS_2024
G6741-MONOMER	4.10890441179279e-05	281.1565286400001	Gupta_et_al_MS_2024
G6742-MONOMER	1.7557781463416304e-05	657.9676956000001	Gupta_et_al_MS_2024
G6743-MONOMER	2.2684256445162586e-05	509.27183958	Gupta_et_al_MS_2024
G6745-MONOMER	1.835996861778298e-05	629.219649	Gupta_et_al_MS_2024
G6746-MONOMER	5.707279901015865e-05	202.4160933	Gupta_et_al_MS_2024
G6747-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6749-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6750-MONOMER	1.7481945968497142e-05	660.8219148000001	Gupta_et_al_MS_2024
G6755-MONOMER	2.199887739661898e-05	525.1382968800001	Gupta_et_al_MS_2024
G6756-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6757-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6758-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6759-MONOMER	1.8936303246554765e-05	610.0690751999998	Gupta_et_al_MS_2024
G6760-MONOMER	1.743950737935218e-05	662.4300078	Gupta_et_al_MS_2024
G6761-MONOMER	1.4346794632776964e-05	805.2288546	Gupta_et_al_MS_2024
G6762-MONOMER	1.3450283969746999e-05	858.9003054	Gupta_et_al_MS_2024
G6763-MONOMER	1.4842283835058836e-05	778.3473984000001	Gupta_et_al_MS_2024
G6765-MONOMER	3.8565056098476085e-05	299.55753156000003	Gupta_et_al_MS_2024
G6766-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6769-MONOMER	1.8385305097063605e-05	628.352532	Gupta_et_al_MS_2024
G6770-MONOMER	6.855104666755956e-05	168.52336428	Gupta_et_al_MS_2024
G6772-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6773-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6774-MONOMER	8.291185689588788e-05	139.33414883999998	Gupta_et_al_MS_2024
G6776-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6782-MONOMER	8.375808807191614e-05	137.92641732	Gupta_et_al_MS_2024
G6783-MONOMER	2.7534469254342466e-05	419.5633081799999	Gupta_et_al_MS_2024
G6784-MONOMER	4.053319368518697e-05	285.01215815999996	Gupta_et_al_MS_2024
G6785-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6787-MONOMER	0.00011747533172513451	98.33939466	Gupta_et_al_MS_2024
G6788-MONOMER	2.0634209705944656e-05	559.86893484	Gupta_et_al_MS_2024
G6789-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6791-MONOMER	4.919044655972713e-05	234.85155791999998	Gupta_et_al_MS_2024
G6792-MONOMER	2.2838532228366824e-05	505.8316749000001	Gupta_et_al_MS_2024
G6793-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6794-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6795-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6798-MONOMER	6.15264373284555e-05	187.76404925999998	Gupta_et_al_MS_2024
G6799-MONOMER	2.4736435569366184e-05	467.0217330599999	Gupta_et_al_MS_2024
G6804-MONOMER	2.1658325725941172e-05	533.39547828	Gupta_et_al_MS_2024
G6805-MONOMER	4.677901626305434e-05	246.9580152	Gupta_et_al_MS_2024
G6806-MONOMER	1.717789905011817e-05	672.5183897999999	Gupta_et_al_MS_2024
G6807-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6808-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6809-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6810-MONOMER	1.4558200958381441e-05	793.5357564	Gupta_et_al_MS_2024
G6811-MONOMER	2.2971858329986704e-05	502.89588432	Gupta_et_al_MS_2024
G6812-MONOMER	2.4719441222488174e-05	467.34280542000016	Gupta_et_al_MS_2024
G6813-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6814-MONOMER	1.806225927406675e-05	639.5906976	Gupta_et_al_MS_2024
G6815-MONOMER	3.3837839471419456e-05	341.40634242	Gupta_et_al_MS_2024
G6816-MONOMER	4.560893690829814e-05	253.29362604	Gupta_et_al_MS_2024
G6818-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6819-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6820-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6821-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6822-MONOMER	4.451521368127437e-05	259.51696181999995	Gupta_et_al_MS_2024
G6823-MONOMER	1.642702349447692e-05	703.2590544	Gupta_et_al_MS_2024
G6824-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6825-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6826-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6827-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6828-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6829-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6830-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6831-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6832-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6833-MONOMER	0.00045225879822040783	25.543898879999997	Gupta_et_al_MS_2024
G6834-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6835-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6838-MONOMER	2.1444416198719853e-05	538.71613488	Gupta_et_al_MS_2024
G6839-MONOMER	1.646551772396745e-05	701.6149266	Gupta_et_al_MS_2024
G6840-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6841-MONOMER	3.7180517407723945e-05	310.71254019	Gupta_et_al_MS_2024
G6843-MONOMER	5.997167581611419e-05	192.63181914	Gupta_et_al_MS_2024
G6844-MONOMER	4.021713474995843e-05	287.25201537000004	Gupta_et_al_MS_2024
G6845-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6846-MONOMER	2.0457770118198386e-05	564.69756687	Gupta_et_al_MS_2024
G6847-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6848-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6849-MONOMER	1.5236448884618418e-05	758.2116473999998	Gupta_et_al_MS_2024
G6851-MONOMER	3.7352129499959974e-05	309.28499028	Gupta_et_al_MS_2024
G6853-MONOMER	1.606038370680379e-05	719.3136366	Gupta_et_al_MS_2024
G6855-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6856-MONOMER	1.997148978761977e-05	578.44723314	Gupta_et_al_MS_2024
G6859-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6860-MONOMER	1.7632535012438618e-05	655.178226	Gupta_et_al_MS_2024
G6862-MONOMER	1.5745081999418217e-05	733.7181864	Gupta_et_al_MS_2024
G6863-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6865-MONOMER	1.5202597498873858e-05	759.8999454	Gupta_et_al_MS_2024
G6866-MONOMER	1.4877832563598631e-05	776.4876342	Gupta_et_al_MS_2024
G6867-MONOMER	3.171399026303956e-05	364.26992987999995	Gupta_et_al_MS_2024
G6868-MONOMER	2.0420398809155202e-05	565.7310181500001	Gupta_et_al_MS_2024
G6869-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6870-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6871-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6872-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6873-MONOMER	0.00014157197311558193	81.60127145999998	Gupta_et_al_MS_2024
G6874-MONOMER	1.4115670082781984e-05	818.4133619999999	Gupta_et_al_MS_2024
G6875-MONOMER	1.6409818950104557e-05	703.9963722	Gupta_et_al_MS_2024
G6876-MONOMER	4.3904111799579196e-05	263.1291816599999	Gupta_et_al_MS_2024
G6880-MONOMER	1.9062929070627077e-05	606.0166812	Gupta_et_al_MS_2024
G6881-MONOMER	2.0025181468908204e-05	576.8962956600001	Gupta_et_al_MS_2024
G6882-MONOMER	1.6889570650687023e-05	683.9992115999999	Gupta_et_al_MS_2024
G6883-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6884-MONOMER	1.531987874528946e-05	754.0825356	Gupta_et_al_MS_2024
G6885-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6886-MONOMER	1.7035810957659714e-05	678.1275653999999	Gupta_et_al_MS_2024
G6887-MONOMER	1.9411799402485608e-05	595.12530342	Gupta_et_al_MS_2024
G6888-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6889-MONOMER	1.6459795270380632e-05	701.8588518	Gupta_et_al_MS_2024
G6890-MONOMER	5.3978861324171326e-05	214.01809386	Gupta_et_al_MS_2024
G6892-MONOMER	2.0575586548457653e-05	561.46409154	Gupta_et_al_MS_2024
G6894-MONOMER	6.6320428711083e-05	174.19147062000002	Gupta_et_al_MS_2024
G6895-MONOMER	2.191347095312092e-05	527.1849920100001	Gupta_et_al_MS_2024
G6896-MONOMER	2.0879790186715212e-05	553.2839605199999	Gupta_et_al_MS_2024
G6897-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6898-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6899-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6900-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6901-MONOMER	1.8876699093721067e-05	611.99539983	Gupta_et_al_MS_2024
G6902-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6903-MONOMER	2.325158332513005e-05	496.84586411999993	Gupta_et_al_MS_2024
G6904-MONOMER	1.8561436995687636e-05	622.3900128	Gupta_et_al_MS_2024
G6905-MONOMER	1.996722843517918e-05	578.5706838	Gupta_et_al_MS_2024
G6906-MONOMER	2.181450662861646e-05	529.57663476	Gupta_et_al_MS_2024
G6907-MONOMER	3.283109028108059e-05	351.87539952000003	Gupta_et_al_MS_2024
G6908-MONOMER	1.8343320789865378e-05	629.7907092	Gupta_et_al_MS_2024
G6909-MONOMER	3.442338138185471e-05	335.59901862	Gupta_et_al_MS_2024
G6911-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6912-MONOMER	6.815157490893863e-05	169.5111672	Gupta_et_al_MS_2024
G6913-MONOMER	1.670992417420899e-05	691.3528086	Gupta_et_al_MS_2024
G6914-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6915-MONOMER	3.463142490728029e-05	333.58295363999997	Gupta_et_al_MS_2024
G6918-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6919-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6920-MONOMER	0.0002027176112443202	56.98791012	Gupta_et_al_MS_2024
G6921-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6922-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6923-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6924-MONOMER	2.1293971974098654e-05	542.5222228799998	Gupta_et_al_MS_2024
G6925-MONOMER	2.2225711457957334e-05	519.77877204	Gupta_et_al_MS_2024
G6928-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6929-MONOMER	1.9019205384650532e-05	607.4098668	Gupta_et_al_MS_2024
G6930-MONOMER	1.9319403870546065e-05	597.9715050600001	Gupta_et_al_MS_2024
G6931-MONOMER	1.3681216252133237e-05	844.4024856	Gupta_et_al_MS_2024
G6932-MONOMER	1.5901489358854033e-05	726.5013200099999	Gupta_et_al_MS_2024
G6933-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6934-MONOMER	1.5066423088743887e-05	766.7681268	Gupta_et_al_MS_2024
G6935-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6936-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6937-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6938-MONOMER	0.000627397143221359	18.4133019	Gupta_et_al_MS_2024
G6939-MONOMER	4.028131818182353e-05	286.79431386	Gupta_et_al_MS_2024
G6945-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6946-MONOMER	2.7394857672212194e-05	421.70151594	Gupta_et_al_MS_2024
G6947-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6948-MONOMER	1.5444787354832716e-05	747.9839472	Gupta_et_al_MS_2024
G6949-MONOMER	1.37247017917602e-05	841.7270688	Gupta_et_al_MS_2024
G6952-MONOMER	1.496189884067222e-05	772.1247906000001	Gupta_et_al_MS_2024
G6953-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6954-MONOMER	2.2311595916494837e-05	517.77797754	Gupta_et_al_MS_2024
G6955-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6956-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6957-MONOMER	1.895459291072926e-05	609.4804074	Gupta_et_al_MS_2024
G6958-MONOMER	2.034811591520952e-05	567.74067228	Gupta_et_al_MS_2024
G6959-MONOMER	1.866973018159019e-05	618.779859	Gupta_et_al_MS_2024
G6960-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6961-MONOMER	2.055907446354401e-05	561.9150331799998	Gupta_et_al_MS_2024
G6963-MONOMER	4.469659466160416e-05	258.46382922	Gupta_et_al_MS_2024
G6964-MONOMER	0.000546675782683074	21.132183600000005	Gupta_et_al_MS_2024
G6966-MONOMER	1.36365882100187e-05	847.1659356	Gupta_et_al_MS_2024
G6967-MONOMER	1.9997518533589864e-05	577.69432692	Gupta_et_al_MS_2024
G6968-MONOMER	1.6048086157432876e-05	719.8648422	Gupta_et_al_MS_2024
G6969-MONOMER	3.7800532160547776e-05	305.61614742	Gupta_et_al_MS_2024
G6970-MONOMER	8.464774214718784e-05	136.47680039999997	Gupta_et_al_MS_2024
G6971-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6972-MONOMER	4.330843372627372e-05	266.74834473	Gupta_et_al_MS_2024
G6973-MONOMER	2.200229364149639e-05	525.0567598800001	Gupta_et_al_MS_2024
G6974-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6975-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6976-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6978-MONOMER	3.775083759735058e-05	306.01845534000006	Gupta_et_al_MS_2024
G6979-MONOMER	1.206761045657883e-05	957.3107328	Gupta_et_al_MS_2024
G6980-MONOMER	0.0008278042953777291	13.95553644	Gupta_et_al_MS_2024
G6981-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6982-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6983-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6984-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6985-MONOMER	5.326283194598494e-05	216.89520792	Gupta_et_al_MS_2024
G6986-MONOMER	2.304389905554741e-05	501.3237118200001	Gupta_et_al_MS_2024
G6988-MONOMER	0.001059216018314207	10.90660716	Gupta_et_al_MS_2024
G6989-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6990-MONOMER	2.1291461376827643e-05	542.58619476	Gupta_et_al_MS_2024
G6991-MONOMER	1.780070167807387e-05	648.9886308	Gupta_et_al_MS_2024
G6992-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6993-MONOMER	1.4002766969319808e-05	825.012159	Gupta_et_al_MS_2024
G6994-MONOMER	0.0002503287909902738	46.14911838	Gupta_et_al_MS_2024
G6995-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6996-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G6997-MONOMER	1.4841659344913166e-05	778.3801488	Gupta_et_al_MS_2024
G6998-MONOMER	4.023045681995709e-05	287.15689362	Gupta_et_al_MS_2024
G6999-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7000-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7001-MONOMER	7.41966360216828e-05	155.70049572000002	Gupta_et_al_MS_2024
G7002-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7003-MONOMER	1.7822218652075083e-05	648.2050992000002	Gupta_et_al_MS_2024
G7005-MONOMER	1.6342326306788942e-05	706.9038270600001	Gupta_et_al_MS_2024
G7006-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7007-MONOMER	3.0208637732082637e-05	382.42217712	Gupta_et_al_MS_2024
G7008-MONOMER	2.5586717036943223e-05	451.50196458	Gupta_et_al_MS_2024
G7009-MONOMER	0.00010500829341043051	110.0146725	Gupta_et_al_MS_2024
G7010-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7011-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7012-MONOMER	2.5177771326486416e-05	458.8354092	Gupta_et_al_MS_2024
G7013-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7014-MONOMER	1.893209848773381e-05	610.2045696	Gupta_et_al_MS_2024
G7015-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7016-MONOMER	0.00010186593764853807	113.40840006000002	Gupta_et_al_MS_2024
G7019-MONOMER	3.544617076999287e-05	325.91540238	Gupta_et_al_MS_2024
G7020-MONOMER	2.624980018925838e-05	440.0967979199999	Gupta_et_al_MS_2024
G7021-MONOMER	1.4694735510442794e-05	786.1627044	Gupta_et_al_MS_2024
G7022-MONOMER	1.675131702870582e-05	689.6444613599999	Gupta_et_al_MS_2024
G7023-MONOMER	2.1686331828884176e-05	532.70664216	Gupta_et_al_MS_2024
G7024-MONOMER	1.9661761260442698e-05	587.55941832	Gupta_et_al_MS_2024
G7025-MONOMER	3.5276910583607424e-05	327.47915898	Gupta_et_al_MS_2024
G7026-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7027-MONOMER	2.1930054573497212e-05	526.786332	Gupta_et_al_MS_2024
G7028-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7031-MONOMER	1.957835605455252e-05	590.0624637300001	Gupta_et_al_MS_2024
G7033-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7035-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7036-MONOMER	3.480787843388035e-05	331.8919029	Gupta_et_al_MS_2024
G7037-MONOMER	1.2087490553269809e-05	955.7362596	Gupta_et_al_MS_2024
G7039-MONOMER	1.747253941214949e-05	661.1776764	Gupta_et_al_MS_2024
G7040-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7045-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7046-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7048-MONOMER	2.2176864993924096e-05	520.92362976	Gupta_et_al_MS_2024
G7049-MONOMER	1.5186378948606039e-05	760.7114934	Gupta_et_al_MS_2024
G7050-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7051-MONOMER	1.925408834888737e-05	600.0	N_end_rule
G7055-MONOMER	1.7837313474056587e-05	647.6565558	Gupta_et_al_MS_2024
G7056-MONOMER	2.540326240137545e-05	454.76257446	Gupta_et_al_MS_2024
G7057-MONOMER	1.759372845075687e-05	656.6233554000002	Gupta_et_al_MS_2024
